Timestamp,% Baseline,City,County,State
"Jun 15, 2014 8am",0.3878,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 9am",0.6348,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 10am",0.8421,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 11am",0.8972,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 12pm",0.8953,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 1pm",0.8579,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 2pm",0.6398,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 3pm",0.5624,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 4pm",0.3418,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 5pm",0.1771,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 6pm",0.0532,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 7pm",0.0235,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 8pm",0.0026,Hanover,Plymouth,Massachusetts
"Jun 15, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 5am",0.01,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 6am",0.043,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 7am",0.1322,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 8am",0.4317,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 9am",0.6903,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 10am",0.841,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 11am",0.8763,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 12pm",0.9,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 1pm",0.7233,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 2pm",0.7433,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 3pm",0.6349,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 4pm",0.3897,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 5pm",0.1625,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 6pm",0.0491,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 7pm",0.0157,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 8pm",0.0022,Hanover,Plymouth,Massachusetts
"Jun 16, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 5am",0.0027,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 6am",0.0171,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 7am",0.1187,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 8am",0.3805,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 9am",0.6033,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 10am",0.702,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 11am",0.7795,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 12pm",0.7878,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 1pm",0.7459,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 2pm",0.6958,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 3pm",0.607,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 4pm",0.3802,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 5pm",0.1727,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 6pm",0.0687,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 7pm",0.037,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 8pm",0.003,Hanover,Plymouth,Massachusetts
"Jun 17, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 5am",0.0046,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 6am",0.0463,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 7am",0.1396,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 8am",0.4053,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 9am",0.6423,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 10am",0.7616,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 11am",0.5941,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 12pm",0.6971,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 1pm",0.7801,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 2pm",0.6175,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 3pm",0.4639,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 4pm",0.3679,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 5pm",0.1648,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 6pm",0.0562,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 7pm",0.0367,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 8pm",0.0038,Hanover,Plymouth,Massachusetts
"Jun 18, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 5am",0.0111,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 6am",0.0437,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 7am",0.0729,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 8am",0.0875,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 9am",0.1493,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 10am",0.4734,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 11am",0.7119,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 12pm",0.5512,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 1pm",0.5628,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 2pm",0.5658,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 3pm",0.4482,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 4pm",0.3104,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 5pm",0.1568,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 6pm",0.0633,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 7pm",0.0206,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 8pm",0.0033,Hanover,Plymouth,Massachusetts
"Jun 19, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 5am",0.0073,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 6am",0.0347,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 7am",0.1283,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 8am",0.4227,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 9am",0.7079,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 10am",0.8593,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 11am",0.8887,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 12pm",0.9093,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 1pm",0.8249,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 2pm",0.7145,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 3pm",0.6281,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 4pm",0.3653,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 5pm",0.1893,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 6pm",0.0855,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 7pm",0.0231,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 8pm",0.0054,Hanover,Plymouth,Massachusetts
"Jun 20, 2014 9pm",0.0036,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 4am",0.0036,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 5am",0.0095,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 6am",0.0436,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 7am",0.1324,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 8am",0.3949,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 9am",0.7082,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 10am",0.8333,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 11am",0.9031,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 12pm",0.8702,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 1pm",0.7684,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 2pm",0.5754,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 3pm",0.4515,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 4pm",0.2881,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 5pm",0.1701,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 6pm",0.08,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 7pm",0.0241,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 8pm",0.0036,Hanover,Plymouth,Massachusetts
"Jun 21, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 5am",0.0105,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 6am",0.041,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 7am",0.1328,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 8am",0.4225,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 9am",0.694,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 10am",0.83,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 11am",0.8972,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 12pm",0.7027,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 1pm",0.5941,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 2pm",0.5658,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 3pm",0.5768,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 4pm",0.3775,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 5pm",0.1668,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 6pm",0.0504,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 7pm",0.0194,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 8pm",0.0032,Hanover,Plymouth,Massachusetts
"Jun 22, 2014 9pm",0.0027,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 4am",0.0027,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 5am",0.0079,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 6am",0.0346,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 7am",0.1227,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 8am",0.4161,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 9am",0.6891,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 10am",0.8212,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 11am",0.8722,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 12pm",0.8867,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 1pm",0.8581,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 2pm",0.7776,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 3pm",0.6075,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 4pm",0.3717,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 5pm",0.1775,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 6pm",0.0654,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 7pm",0.0284,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 8pm",0.0033,Hanover,Plymouth,Massachusetts
"Jun 23, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 4am",0.003,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 5am",0.0073,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 6am",0.0504,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 7am",0.1407,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 8am",0.3924,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 9am",0.6559,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 10am",0.7984,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 11am",0.8528,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 12pm",0.857,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 1pm",0.8275,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 2pm",0.7427,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 3pm",0.6024,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 4pm",0.3903,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 5pm",0.1718,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 6pm",0.0569,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 7pm",0.0194,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 8pm",0.0041,Hanover,Plymouth,Massachusetts
"Jun 24, 2014 9pm",0.0034,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 4am",0.0036,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 5am",0.0066,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 6am",0.0288,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 7am",0.1221,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 8am",0.3714,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 9am",0.6067,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 10am",0.7822,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 11am",0.8442,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 12pm",0.8511,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 1pm",0.8009,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 2pm",0.7299,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 3pm",0.6048,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 4pm",0.3207,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 5pm",0.1795,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 6pm",0.069,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 7pm",0.0145,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 8pm",0.0022,Hanover,Plymouth,Massachusetts
"Jun 25, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 5am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 6am",0.0279,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 7am",0.0514,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 8am",0.0795,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 9am",0.2377,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 10am",0.6058,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 11am",0.64,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 12pm",0.455,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 1pm",0.4172,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 2pm",0.2993,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 3pm",0.1458,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 4pm",0.117,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 5pm",0.1447,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 6pm",0.0778,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 7pm",0.0481,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 8pm",0.0053,Hanover,Plymouth,Massachusetts
"Jun 26, 2014 9pm",0.0051,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 4am",0.0067,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 5am",0.0099,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 6am",0.0311,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 7am",0.123,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 8am",0.4183,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 9am",0.7101,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 10am",0.8572,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 11am",0.8899,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 12pm",0.9085,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 1pm",0.8894,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 2pm",0.8096,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 3pm",0.6545,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 4pm",0.406,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 5pm",0.1724,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 6pm",0.0497,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 7pm",0.0195,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 8pm",0.0048,Hanover,Plymouth,Massachusetts
"Jun 27, 2014 9pm",0.0039,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 4am",0.0043,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 5am",0.0078,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 6am",0.0342,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 7am",0.1228,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 8am",0.4072,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 9am",0.6798,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 10am",0.8158,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 11am",0.8722,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 12pm",0.8824,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 1pm",0.8049,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 2pm",0.6983,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 3pm",0.5509,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 4pm",0.4082,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 5pm",0.2177,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 6pm",0.0839,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 7pm",0.0306,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 8pm",0.0035,Hanover,Plymouth,Massachusetts
"Jun 28, 2014 9pm",0.0037,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 4am",0.0038,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 5am",0.0109,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 6am",0.0469,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 7am",0.127,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 8am",0.4038,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 9am",0.6609,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 10am",0.7808,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 11am",0.8319,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 12pm",0.8098,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 1pm",0.7319,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 2pm",0.6935,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 3pm",0.4686,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 4pm",0.4176,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 5pm",0.2349,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 6pm",0.1291,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 7pm",0.0366,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 8pm",0.0051,Hanover,Plymouth,Massachusetts
"Jun 29, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 5am",0.0078,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 6am",0.0607,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 7am",0.1267,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 8am",0.3798,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 9am",0.6419,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 10am",0.787,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 11am",0.8352,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 12pm",0.8495,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 1pm",0.8182,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 2pm",0.7339,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 3pm",0.5991,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 4pm",0.3688,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 5pm",0.1678,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 6pm",0.0559,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 7pm",0.0218,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 8pm",0.0034,Hanover,Plymouth,Massachusetts
"Jun 30, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 5am",0.0078,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 6am",0.0496,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 7am",0.1253,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 8am",0.3557,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 9am",0.5402,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 10am",0.5981,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 11am",0.7039,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 12pm",0.7454,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 1pm",0.5946,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 2pm",0.5636,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 3pm",0.5147,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 4pm",0.3416,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 5pm",0.2168,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 6pm",0.099,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 7pm",0.0365,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 8pm",0.005,Hanover,Plymouth,Massachusetts
"Jul 1, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 5am",0.0078,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 6am",0.0521,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 7am",0.1369,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 8am",0.3498,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 9am",0.5925,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 10am",0.7335,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 11am",0.8056,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 12pm",0.8196,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 1pm",0.7883,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 2pm",0.7065,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 3pm",0.5866,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 4pm",0.3334,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 5pm",0.1564,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 6pm",0.0898,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 7pm",0.0358,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 8pm",0.0036,Hanover,Plymouth,Massachusetts
"Jul 2, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 5am",0.002,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 6am",0.033,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 7am",0.1635,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 8am",0.261,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 9am",0.4707,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 10am",0.3757,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 11am",0.4843,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 12pm",0.6377,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 1pm",0.7123,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 2pm",0.7086,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 3pm",0.5749,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 4pm",0.2931,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 5pm",0.1506,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 6pm",0.0524,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 7pm",0.0153,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 8pm",0.0025,Hanover,Plymouth,Massachusetts
"Jul 3, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 5am",0.0094,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 6am",0.0502,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 7am",0.1323,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 8am",0.1847,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 9am",0.107,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 10am",0.1622,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 11am",0.2972,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 12pm",0.2177,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 1pm",0.056,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 2pm",0.035,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 3pm",0.0191,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 4pm",0.0125,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 5pm",0.0082,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 6pm",0.0111,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 7pm",0.0027,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 8pm",0.0023,Hanover,Plymouth,Massachusetts
"Jul 4, 2014 9pm",0.0023,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 4am",0.0023,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 5am",0.0028,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 6am",0.0071,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 7am",0.0497,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 8am",0.2972,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 9am",0.6486,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 10am",0.8646,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 11am",0.9245,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 12pm",0.931,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 1pm",0.8934,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 2pm",0.8106,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 3pm",0.5569,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 4pm",0.3968,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 5pm",0.177,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 6pm",0.06,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 7pm",0.0254,Hanover,Plymouth,Massachusetts
"Jul 5, 2014 8pm",0.0042,Hanover,Plymouth,Massachusetts
