Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2015,1,4,4,0,0,0,0,0,0,0,6,2,160.25,0,0.109,4.5,100,2,1010
2015,1,4,5,0,0,0,0,0,0,0,6,2,158.74,0,0.109,4.4,100,3,1010
2015,1,4,6,0,0,0,0,0,0,0,6,4,151.27,0,0.109,4.1,100,4,1010
2015,1,4,7,0,0,0,0,0,0,0,6,4,141.23,0,0.109,3.5,100,4,1010
2015,1,4,8,0,0,0,0,0,0,0,7,4,130.33,0,0.109,2.7,100,4,1010
2015,1,4,9,0,0,0,0,0,0,0,7,4,119.22,0,0.109,2.4,100,4,1000
2015,1,4,10,0,0,0,0,0,0,0,7,4,108.27,0,0.109,2.8,100,4,1000
2015,1,4,11,0,0,0,0,0,0,0,7,2,97.77,0,0.109,2.9,100,3,1000
2015,1,4,12,0,3,0,3,15,90,18,6,2,88.01,4,0.109,2.7,100,3,1000
2015,1,4,13,0,42,0,42,55,437,135,7,4,79.36,0,0.109,2.6,100,4,1000
2015,1,4,14,0,65,0,65,74,602,257,7,4,72.28,0,0.109,2.6,100,4,1000
2015,1,4,15,0,90,0,90,78,700,349,6,4,67.31,0,0.109,2.7,100,4,1000
2015,1,4,16,0,70,0,70,79,742,393,7,4,64.97,0,0.109,2.9,100,5,1000
2015,1,4,17,0,22,0,22,84,717,380,7,4,65.53,0,0.109,3.5,100,5,1000
2015,1,4,18,0,45,0,45,82,657,319,6,6,68.94,0,0.109,3.8,100,6,1000
2015,1,4,19,0,56,0,56,68,568,217,6,7,74.79,0,0.109,3.9,100,7,1000
2015,1,4,20,0,4,0,4,41,363,88,6,7,82.53,4,0.109,4,100,7,1000
2015,1,4,21,0,0,0,0,0,0,0,6,7,91.66,0,0.109,3.7,100,7,1000
2015,1,4,22,0,0,0,0,0,0,0,6,7,101.74,0,0.109,3.4,100,7,1000
2015,1,4,23,0,0,0,0,0,0,0,6,7,112.44,0,0.109,3.1,100,7,1000
2015,1,5,0,0,0,0,0,0,0,0,6,7,123.48,0,0.109,2.7,100,7,990
2015,1,5,1,0,0,0,0,0,0,0,6,7,134.56,0,0.109,2.3,100,7,990
2015,1,5,2,0,0,0,0,0,0,0,7,6,145.23,0,0.109,2,100,6,990
2015,1,5,3,0,0,0,0,0,0,0,6,6,154.54,0,0.109,2.7,100,6,990
2015,1,5,4,0,0,0,0,0,0,0,6,6,160.13,0,0.109,3.3,100,6,990
2015,1,5,5,0,0,0,0,0,0,0,7,4,158.68,0,0.109,3.4,100,5,1000
2015,1,5,6,0,0,0,0,0,0,0,7,4,151.25,0,0.109,4.1,100,4,1000
2015,1,5,7,0,0,0,0,0,0,0,1,2,141.25,0,0.109,4.6,100,3,1000
2015,1,5,8,0,0,0,0,0,0,0,0,1,130.34,0,0.109,4.7,99.43,2,1000
2015,1,5,9,0,0,0,0,0,0,0,1,0,119.23,0,0.109,4.7,92.98,2,1000
2015,1,5,10,0,0,0,0,0,0,0,1,0,108.28,0,0.109,4.6,88.61,2,1000
2015,1,5,11,0,0,0,0,0,0,0,0,0,97.77,0,0.109,4.6,91.38,1,1000
2015,1,5,12,0,16,175,22,16,175,22,0,0,87.99,0,0.109,5,87.03,1,1000
2015,1,5,13,0,52,567,157,52,567,157,0,-2,79.33,0,0.109,5.6,78.68,1,1010
2015,1,5,14,0,69,739,294,69,739,294,0,-4,72.23,0,0.109,6,73.18,0,1010
2015,1,5,15,0,75,826,395,75,826,395,1,-5,67.23,0,0.109,6.3,65.53,0,1010
2015,1,5,16,0,77,863,444,77,863,444,0,-6,64.86,0,0.109,6.4,60.09,0,1010
2015,1,5,17,0,76,862,435,76,862,435,0,-7,65.41,0,0.109,6.3,57.01,0,1010
2015,1,5,18,0,73,813,367,73,813,367,0,-7,68.8,0,0.109,6.1,55.15,0,1010
2015,1,5,19,0,62,714,252,62,714,252,0,-8,74.64,0,0.109,6,57.86,-1,1010
2015,1,5,20,0,41,493,106,41,493,106,0,-8,82.38,0,0.109,6,56.3,-1,1010
2015,1,5,21,0,0,0,0,0,0,0,1,-9,91.5,0,0.109,6,58.55,-2,1010
2015,1,5,22,0,0,0,0,0,0,0,1,-9,101.59,0,0.109,6.1,60.66,-3,1010
2015,1,5,23,0,0,0,0,0,0,0,1,-10,112.29,0,0.109,6.3,62.49,-4,1020
2015,1,6,0,0,0,0,0,0,0,0,1,-10,123.33,0,0.866,6.4,63.74,-5,1020
2015,1,6,1,0,0,0,0,0,0,0,1,-11,134.41,0,0.866,6.4,64.66,-6,1020
2015,1,6,2,0,0,0,0,0,0,0,1,-12,145.08,0,0.866,6,61.79,-6,1020
2015,1,6,3,0,0,0,0,0,0,0,1,-12,154.39,0,0.866,5.4,64.78,-7,1020
2015,1,6,4,0,0,0,0,0,0,0,1,-12,160,0,0.866,4.8,68.3,-8,1020
2015,1,6,5,0,0,0,0,0,0,0,4,-12,158.61,0,0.866,4.4,67.37,-8,1020
2015,1,6,6,0,0,0,0,0,0,0,4,-12,151.24,0,0.866,4.3,67.69,-8,1020
2015,1,6,7,0,0,0,0,0,0,0,4,-12,141.25,0,0.866,4.1,68.72,-8,1020
2015,1,6,8,0,0,0,0,0,0,0,7,-12,130.36,0,0.866,3.8,69.9,-8,1020
2015,1,6,9,0,0,0,0,0,0,0,7,-12,119.25,0,0.866,3.5,70.72,-8,1020
2015,1,6,10,0,0,0,0,0,0,0,7,-12,108.29,0,0.866,3.2,65.88,-7,1020
2015,1,6,11,0,0,0,0,0,0,0,6,-12,97.77,0,0.866,2.9,65.61,-7,1020
2015,1,6,12,0,9,0,9,18,148,23,7,-12,87.98,4,0.866,2.5,64.82,-7,1020
2015,1,6,13,0,70,68,82,61,553,164,7,-12,79.29,0,0.866,2,63.38,-7,1020
2015,1,6,14,0,125,142,168,90,696,304,7,-13,72.17,0,0.866,1.8,62.03,-7,1020
2015,1,6,15,0,159,241,253,113,747,403,7,-13,67.15,0,0.866,1.6,62.26,-7,1020
2015,1,6,16,0,186,159,254,126,759,450,7,-12,64.75,0,0.866,1.5,63.53,-7,1010
2015,1,6,17,0,182,135,238,132,729,437,7,-12,65.28,0,0.866,1.4,65.05,-7,1010
2015,1,6,18,0,140,300,250,124,668,367,4,-12,68.66,0,0.866,1.3,66.01,-7,1010
2015,1,6,19,0,79,454,200,99,559,248,7,-12,74.49,0,0.866,1.3,66.61,-7,1010
2015,1,6,20,0,55,92,67,58,328,102,7,-11,82.22,4,0.866,1.2,67.68,-7,1010
2015,1,6,21,0,0,0,0,0,0,0,7,-11,91.35,0,0.866,1.2,69.3,-7,1010
2015,1,6,22,0,0,0,0,0,0,0,7,-11,101.43,0,0.866,1.4,71.94,-7,1010
2015,1,6,23,0,0,0,0,0,0,0,1,-11,112.14,0,0.866,1.5,72.81,-7,1010
2015,1,7,0,0,0,0,0,0,0,0,1,-10,123.18,0,0.866,1.7,73.76,-7,1010
2015,1,7,1,0,0,0,0,0,0,0,1,-10,134.26,0,0.866,1.9,75.09,-7,1010
2015,1,7,2,0,0,0,0,0,0,0,1,-10,144.92,0,0.866,2.3,82.09,-8,1010
2015,1,7,3,0,0,0,0,0,0,0,1,-10,154.24,0,0.866,2.6,83.4,-8,1010
2015,1,7,4,0,0,0,0,0,0,0,4,-10,159.86,0,0.866,2.6,83.75,-8,1010
2015,1,7,5,0,0,0,0,0,0,0,4,-10,158.53,0,0.866,2.5,82.58,-8,1010
2015,1,7,6,0,0,0,0,0,0,0,7,-10,151.21,0,0.866,2.3,82.45,-8,1010
2015,1,7,7,0,0,0,0,0,0,0,7,-10,141.25,0,0.866,2.4,82.81,-8,1000
2015,1,7,8,0,0,0,0,0,0,0,7,-10,130.36,0,0.866,2.6,78.33,-7,1000
2015,1,7,9,0,0,0,0,0,0,0,7,-9,119.25,0,0.866,2.8,80.25,-7,1000
2015,1,7,10,0,0,0,0,0,0,0,7,-9,108.29,0,0.866,3,80.29,-7,1000
2015,1,7,11,0,0,0,0,0,0,0,4,-9,97.76,0,0.866,3.2,79.83,-7,1000
2015,1,7,12,0,23,0,23,16,203,23,4,-9,87.95,4,0.866,3.3,73.91,-6,1000
2015,1,7,13,0,56,588,166,56,588,166,0,-9,79.25,0,0.866,3.4,69.17,-5,1000
2015,1,7,14,0,82,737,308,82,737,308,0,-9,72.1,0,0.866,3.5,64.32,-4,1000
2015,1,7,15,0,92,829,415,92,829,415,0,-9,67.06,0,0.866,3.6,64.54,-4,1000
2015,1,7,16,0,100,851,465,100,851,465,1,-9,64.64,0,0.866,3.9,63.98,-4,1000
2015,1,7,17,0,88,697,381,103,835,454,4,-10,65.14,0,0.866,4.2,62.57,-4,1000
2015,1,7,18,0,103,603,324,97,782,384,4,-10,68.5,4,0.866,4.5,61.41,-4,1000
2015,1,7,19,0,79,461,204,86,647,261,4,-10,74.33,0,0.866,4.8,61.72,-4,1000
2015,1,7,20,0,57,369,108,57,369,108,1,-9,82.06,0,0.866,5.2,63.51,-4,1000
2015,1,7,21,0,0,0,0,0,0,0,7,-9,91.19,0,0.866,5.6,68.45,-5,1000
2015,1,7,22,0,0,0,0,0,0,0,1,-10,101.27,0,0.866,6.1,68.41,-6,1000
2015,1,7,23,0,0,0,0,0,0,0,4,-12,111.98,0,0.866,6.3,70.79,-8,1010
2015,1,8,0,0,0,0,0,0,0,0,1,-13,123.03,0,0.109,6.1,68.57,-9,1010
2015,1,8,1,0,0,0,0,0,0,0,1,-14,134.1,0,0.109,6,69.66,-10,1010
2015,1,8,2,0,0,0,0,0,0,0,1,-15,144.76,0,0.109,6,71.63,-11,1010
2015,1,8,3,0,0,0,0,0,0,0,1,-15,154.07,0,0.109,5.9,74.23,-12,1010
2015,1,8,4,0,0,0,0,0,0,0,4,-15,159.72,0,0.109,5.8,72.32,-12,1010
2015,1,8,5,0,0,0,0,0,0,0,4,-16,158.45,0,0.109,5.7,76.91,-13,1010
2015,1,8,6,0,0,0,0,0,0,0,4,-16,151.18,0,0.109,5.7,81.55,-14,1010
2015,1,8,7,0,0,0,0,0,0,0,4,-16,141.24,0,0.109,5.6,86.31,-15,1010
2015,1,8,8,0,0,0,0,0,0,0,4,-17,130.36,0,0.109,5.5,84.38,-15,1010
2015,1,8,9,0,0,0,0,0,0,0,4,-17,119.25,0,0.109,5.3,90.35,-16,1020
2015,1,8,10,0,0,0,0,0,0,0,4,-17,108.29,0,0.109,5,89.62,-16,1020
2015,1,8,11,0,0,0,0,0,0,0,4,-17,97.74,0,0.109,4.8,89.24,-16,1020
2015,1,8,12,0,15,278,25,15,278,25,1,-17,87.92,0,0.109,4.5,81.99,-15,1020
2015,1,8,13,0,45,673,171,45,673,171,1,-17,79.2,0,0.109,4.1,76.65,-14,1020
2015,1,8,14,0,60,817,312,60,817,312,0,-16,72.03,0,0.109,3.9,72.82,-13,1020
2015,1,8,15,0,69,880,413,69,880,413,0,-16,66.96,0,0.109,3.6,65.54,-11,1020
2015,1,8,16,0,73,897,460,73,897,460,0,-15,64.51,0,0.109,3.4,60.38,-9,1020
2015,1,8,17,0,73,886,448,73,886,448,0,-14,64.99,0,0.109,3.3,60.84,-8,1020
2015,1,8,18,0,68,845,380,68,845,380,0,-13,68.35,0,0.109,3.1,60.55,-7,1020
2015,1,8,19,0,58,747,262,58,747,262,0,-12,74.16,0,0.109,3,63.68,-7,1020
2015,1,8,20,0,39,533,114,39,533,114,0,-12,81.9,0,0.109,3,66.58,-7,1020
2015,1,8,21,0,0,0,0,0,0,0,0,-11,91.02,0,0.109,3,76.19,-8,1020
2015,1,8,22,0,0,0,0,0,0,0,1,-11,101.11,0,0.109,3,78.45,-8,1020
2015,1,8,23,0,0,0,0,0,0,0,0,-10,111.82,0,0.109,3.2,74.22,-7,1020
2015,1,9,0,0,0,0,0,0,0,0,0,-10,122.87,0,0.866,3.4,76.39,-7,1020
2015,1,9,1,0,0,0,0,0,0,0,1,-9,133.94,0,0.866,3.7,79.4,-7,1020
2015,1,9,2,0,0,0,0,0,0,0,0,-9,144.6,0,0.866,3.9,77.75,-6,1020
2015,1,9,3,0,0,0,0,0,0,0,7,-8,153.91,0,0.866,4.1,77.78,-5,1010
2015,1,9,4,0,0,0,0,0,0,0,7,-7,159.57,0,0.866,4.2,83.52,-5,1010
2015,1,9,5,0,0,0,0,0,0,0,7,-6,158.35,0,0.866,4.3,86.66,-5,1010
2015,1,9,6,0,0,0,0,0,0,0,7,-6,151.14,0,0.866,4.6,82.63,-4,1010
2015,1,9,7,0,0,0,0,0,0,0,6,-6,141.23,0,0.866,4.9,85.82,-4,1010
2015,1,9,8,0,0,0,0,0,0,0,6,-5,130.36,0,0.866,5.1,82.91,-3,1010
2015,1,9,9,0,0,0,0,0,0,0,7,-4,119.25,0,0.866,5.2,80.18,-2,1010
2015,1,9,10,0,0,0,0,0,0,0,7,-4,108.27,0,0.866,5.4,79.32,-1,1010
2015,1,9,11,0,0,0,0,0,0,0,6,-3,97.72,0,0.866,5.6,79.58,0,1000
2015,1,9,12,0,3,0,3,19,61,21,6,-2,87.88,4,0.866,5.7,82.43,0,1000
2015,1,9,13,0,13,0,13,73,441,156,6,-3,79.14,0,0.866,5.9,79.47,0,1010
2015,1,9,14,0,127,132,168,100,635,297,7,-3,71.95,0,0.866,5.9,74.85,0,1010
2015,1,9,15,0,108,0,108,116,723,400,7,-4,66.85,0,0.866,5.8,78.22,-1,1010
2015,1,9,16,0,137,0,137,122,762,451,4,-4,64.38,0,0.866,5.5,76.41,-1,1000
2015,1,9,17,0,136,498,348,112,786,446,7,-5,64.84,0,0.866,5.1,79.66,-2,1000
2015,1,9,18,0,139,340,265,93,785,385,7,-5,68.18,0,0.866,4.9,76.04,-2,1010
2015,1,9,19,0,73,526,218,72,721,271,4,-6,73.99,0,0.866,4.6,73.3,-2,1010
2015,1,9,20,0,45,539,122,45,539,122,0,-6,81.73,0,0.866,4.2,72.58,-2,1010
2015,1,9,21,0,0,0,0,0,0,0,1,-6,90.85,0,0.866,3.8,73.12,-2,1010
2015,1,9,22,0,0,0,0,0,0,0,1,-6,100.95,0,0.866,3.7,79.12,-3,1010
2015,1,9,23,0,0,0,0,0,0,0,1,-6,111.66,0,0.866,3.7,78.56,-3,1010
2015,1,10,0,0,0,0,0,0,0,0,1,-6,122.71,0,0.866,3.6,78.73,-3,1010
2015,1,10,1,0,0,0,0,0,0,0,1,-6,133.78,0,0.866,3.4,83.64,-4,1010
2015,1,10,2,0,0,0,0,0,0,0,1,-6,144.43,0,0.866,3.3,80.54,-4,1010
2015,1,10,3,0,0,0,0,0,0,0,1,-7,153.74,0,0.866,3.2,85.7,-5,1010
2015,1,10,4,0,0,0,0,0,0,0,1,-7,159.41,0,0.866,3.2,84.11,-5,1010
2015,1,10,5,0,0,0,0,0,0,0,4,-7,158.25,0,0.866,3.3,82.88,-5,1010
2015,1,10,6,0,0,0,0,0,0,0,4,-7,151.09,0,0.866,3.3,81.01,-5,1010
2015,1,10,7,0,0,0,0,0,0,0,4,-8,141.2,0,0.866,3.4,85.04,-6,1010
2015,1,10,8,0,0,0,0,0,0,0,4,-8,130.35,0,0.866,3.5,84.39,-6,1010
2015,1,10,9,0,0,0,0,0,0,0,4,-8,119.24,0,0.866,3.6,81.8,-6,1010
2015,1,10,10,0,0,0,0,0,0,0,4,-9,108.26,0,0.866,3.6,84.68,-7,1010
2015,1,10,11,0,0,0,0,0,0,0,4,-9,97.69,0,0.866,3.7,82.79,-7,1020
2015,1,10,12,0,17,246,26,17,246,26,1,-9,87.84,0,0.866,3.9,75.44,-6,1020
2015,1,10,13,0,53,649,176,53,649,176,0,-9,79.08,0,0.866,4.1,69.67,-5,1020
2015,1,10,14,0,73,802,323,73,802,323,0,-10,71.86,0,0.866,4.2,67.88,-5,1020
2015,1,10,15,0,85,875,431,85,875,431,0,-10,66.74,0,0.866,4.1,60.66,-4,1020
2015,1,10,16,0,91,898,482,91,898,482,0,-10,64.24,0,0.866,4.1,59.3,-4,1020
2015,1,10,17,0,92,889,472,92,889,472,0,-10,64.68,0,0.866,4,59.13,-4,1020
2015,1,10,18,0,84,852,403,84,852,403,0,-10,68.01,0,0.866,3.8,59.39,-4,1020
2015,1,10,19,0,69,767,283,69,767,283,0,-10,73.82,0,0.866,3.6,59.45,-4,1020
2015,1,10,20,0,44,572,129,44,572,129,0,-10,81.55,0,0.866,3.4,64.24,-5,1020
2015,1,10,21,0,0,0,0,0,0,0,1,-10,90.68,0,0.866,3.4,70.33,-6,1020
2015,1,10,22,0,0,0,0,0,0,0,1,-10,100.78,0,0.866,3.3,70.97,-6,1020
2015,1,10,23,0,0,0,0,0,0,0,4,-10,111.5,0,0.866,3.2,75.93,-7,1020
2015,1,11,0,0,0,0,0,0,0,0,4,-10,122.54,0,0.866,3.1,74.96,-7,1020
2015,1,11,1,0,0,0,0,0,0,0,1,-10,133.61,0,0.866,3.2,74.69,-7,1020
2015,1,11,2,0,0,0,0,0,0,0,1,-10,144.26,0,0.866,3.4,75.35,-7,1020
2015,1,11,3,0,0,0,0,0,0,0,4,-10,153.56,0,0.866,3.5,75.81,-7,1020
2015,1,11,4,0,0,0,0,0,0,0,4,-10,159.24,0,0.866,3.6,81.57,-8,1020
2015,1,11,5,0,0,0,0,0,0,0,4,-10,158.14,0,0.866,3.7,80.68,-8,1020
2015,1,11,6,0,0,0,0,0,0,0,4,-10,151.03,0,0.866,3.6,79.63,-8,1030
2015,1,11,7,0,0,0,0,0,0,0,1,-10,141.18,0,0.866,3.5,79.05,-8,1030
2015,1,11,8,0,0,0,0,0,0,0,8,-10,130.33,0,0.866,3.4,79.05,-8,1030
2015,1,11,9,0,0,0,0,0,0,0,4,-10,119.22,0,0.866,3.3,79.27,-8,1030
2015,1,11,10,0,0,0,0,0,0,0,1,-10,108.23,0,0.866,3.1,79.22,-8,1030
2015,1,11,11,0,0,0,0,0,0,0,4,-11,97.66,0,0.866,2.9,78.89,-8,1030
2015,1,11,12,0,25,0,25,17,219,25,4,-11,87.79,4,0.866,2.5,73.03,-7,1030
2015,1,11,13,0,55,603,170,55,603,170,1,-11,79.01,0,0.866,2.2,67.43,-6,1030
2015,1,11,14,0,124,212,190,76,752,312,4,-11,71.76,0,0.866,2.1,57.12,-4,1030
2015,1,11,15,0,128,507,330,89,818,413,4,-11,66.62,4,0.866,2.3,54.02,-3,1030
2015,1,11,16,0,190,240,295,95,839,462,4,-10,64.09,4,0.866,2.5,52.19,-2,1030
2015,1,11,17,0,188,233,288,97,824,452,4,-9,64.52,4,0.866,2.7,50.87,-1,1030
2015,1,11,18,0,158,190,229,91,777,384,4,-9,67.84,0,0.866,2.9,53.81,-1,1030
2015,1,11,19,0,101,6,103,76,680,268,4,-8,73.64,0,0.866,3,57.64,-1,1030
2015,1,11,20,0,49,476,121,49,476,121,1,-7,81.37,0,0.866,3.2,62.88,-1,1030
2015,1,11,21,0,0,0,0,0,0,0,4,-6,90.5,0,0.866,3.3,71.68,-2,1030
2015,1,11,22,0,0,0,0,0,0,0,4,-6,100.61,0,0.866,3.4,79.75,-3,1030
2015,1,11,23,0,0,0,0,0,0,0,4,-5,111.33,0,0.866,3.3,75.9,-2,1030
2015,1,12,0,0,0,0,0,0,0,0,4,-5,122.37,0,0.866,3,79.41,-2,1030
2015,1,12,1,0,0,0,0,0,0,0,7,-4,133.44,0,0.866,2.9,83.54,-2,1030
2015,1,12,2,0,0,0,0,0,0,0,7,-3,144.09,0,0.866,2.9,81.94,-1,1020
2015,1,12,3,0,0,0,0,0,0,0,7,-2,153.38,0,0.866,2.9,86.4,-1,1020
2015,1,12,4,0,0,0,0,0,0,0,7,-2,159.07,0,0.866,2.8,90.1,-1,1020
