mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_objective,param_num_leaves,param_n_estimators,param_max_depth,param_learning_rate,param_feature_fraction,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
6.972357451915741,0.08031035033176753,2.3868715167045593,0.10901299318381401,mape,1050,1050,7,0.042,0.3,"{'objective': 'mape', 'num_leaves': 1050, 'n_estimators': 1050, 'max_depth': 7, 'learning_rate': 0.042, 'feature_fraction': 0.3}",0.8732292527123277,0.885503415280018,0.8866238268668641,0.8859906836722945,0.882836794632876,0.005561123012600221,489
3.509607970714569,0.06695074448601958,0.2029591202735901,0.023052644451159694,mae,1350,300,7,0.014,0.8,"{'objective': 'mae', 'num_leaves': 1350, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.014, 'feature_fraction': 0.8}",0.8621279074164054,0.8753220016930959,0.8721310695163379,0.8763754864864466,0.8714891162780715,0.005626098997748318,634
7.3166897892951965,0.06117694214370819,1.77426415681839,0.1155001462092193,mae,950,900,7,0.016,0.9,"{'objective': 'mae', 'num_leaves': 950, 'n_estimators': 900, 'max_depth': 7, 'learning_rate': 0.016, 'feature_fraction': 0.9}",0.8708114230395507,0.8849677008944158,0.8800676161967712,0.8855329557379983,0.8803449239671841,0.005900217786460106,521
1.5613259673118591,0.05651145912308229,0.10347187519073486,0.009552405270513875,mape,150,150,7,0.038,0.4,"{'objective': 'mape', 'num_leaves': 150, 'n_estimators': 150, 'max_depth': 7, 'learning_rate': 0.038, 'feature_fraction': 0.4}",0.8618728419731786,0.8758530229483664,0.8728383971298095,0.8762243760174161,0.8716971595171926,0.005822081427473696,632
7.348605453968048,0.16502440678614333,3.06730055809021,0.0663372831663932,mae,850,800,10,0.032,0.3,"{'objective': 'mae', 'num_leaves': 850, 'n_estimators': 800, 'max_depth': 10, 'learning_rate': 0.032, 'feature_fraction': 0.3}",0.884740755994096,0.8965556297394719,0.8949529302197516,0.8955886260919381,0.8929594855113145,0.004779277408384738,285
2.188147783279419,0.04995509398526931,0.11220645904541016,0.003339809933880556,mae,1050,100,-1,0.044,0.2,"{'objective': 'mae', 'num_leaves': 1050, 'n_estimators': 100, 'max_depth': -1, 'learning_rate': 0.044, 'feature_fraction': 0.2}",0.8622451310781034,0.8731503040036013,0.8659265766220348,0.8698172800882413,0.8677848229479952,0.004094524832208733,679
9.99976521730423,0.10426279810107067,1.6720324158668518,0.056392504750773564,mape,650,1150,6,0.04,0.7,"{'objective': 'mape', 'num_leaves': 650, 'n_estimators': 1150, 'max_depth': 6, 'learning_rate': 0.04, 'feature_fraction': 0.7}",0.8668499667976709,0.8812995732343073,0.8784092034274917,0.8833938455901087,0.8774881472623948,0.006391859446527045,554
8.015072762966156,0.052437225385651556,0.9150540828704834,0.06081317715672603,mape,1250,300,-1,0.006,0.3,"{'objective': 'mape', 'num_leaves': 1250, 'n_estimators': 300, 'max_depth': -1, 'learning_rate': 0.006, 'feature_fraction': 0.3}",0.7969322574944102,0.8007146481958134,0.7998620846446831,0.7962920690767821,0.7984502648529221,0.0018763543373132218,964
18.961816012859344,0.5294761021149194,3.787120044231415,0.25735453753658616,mape,1050,850,12,0.026,0.8,"{'objective': 'mape', 'num_leaves': 1050, 'n_estimators': 850, 'max_depth': 12, 'learning_rate': 0.026, 'feature_fraction': 0.8}",0.8880207709786462,0.8999337757234076,0.8956465908429472,0.8987072672354501,0.8955771011951128,0.00463361380396059,234
3.2286223769187927,0.17006300098404753,0.3388436436653137,0.05848268204639878,mae,450,250,10,0.03,0.4,"{'objective': 'mae', 'num_leaves': 450, 'n_estimators': 250, 'max_depth': 10, 'learning_rate': 0.03, 'feature_fraction': 0.4}",0.881815551307695,0.8934039089716495,0.8894445553922978,0.8930819633092343,0.889436494745219,0.004666601026102364,358
11.340184330940247,0.18863656522869102,1.6815099716186523,0.26418789976438156,mape,350,550,12,0.03,0.8,"{'objective': 'mape', 'num_leaves': 350, 'n_estimators': 550, 'max_depth': 12, 'learning_rate': 0.03, 'feature_fraction': 0.8}",0.8869028444986682,0.8982724489583991,0.8935822481540223,0.8974520606932219,0.8940524005760778,0.004491761699634739,265
17.650562524795532,0.4380658605121695,3.2879602313041687,0.23810991171149626,mape,950,1450,8,0.02,0.9,"{'objective': 'mape', 'num_leaves': 950, 'n_estimators': 1450, 'max_depth': 8, 'learning_rate': 0.02, 'feature_fraction': 0.9}",0.8764461873359278,0.8882657409085665,0.8850904224129789,0.889738782105204,0.8848852831906693,0.0051537454109105,447
2.920937716960907,0.10507394737518234,0.23737668991088867,0.02402176187008574,mape,650,400,6,0.048,0.3,"{'objective': 'mape', 'num_leaves': 650, 'n_estimators': 400, 'max_depth': 6, 'learning_rate': 0.048, 'feature_fraction': 0.3}",0.862410514534399,0.8778803271635875,0.8758881467156228,0.8762120905170866,0.873097769732674,0.0062164193252272895,614
10.701889991760254,0.3375415310500374,1.0793647766113281,0.1537952131632932,mae,1300,550,11,0.03,0.8,"{'objective': 'mae', 'num_leaves': 1300, 'n_estimators': 550, 'max_depth': 11, 'learning_rate': 0.03, 'feature_fraction': 0.8}",0.8887167338643029,0.9010628895753309,0.8979666260026647,0.9014688432132869,0.8973037731638964,0.005139440206133144,197
