Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2014,1,1,0,0,0,0,0,0,0,0,1,-6,124.02,0,0.12,3.5,78.43,-3,1010
2014,1,1,1,0,0,0,0,0,0,0,1,-5,135.09,0,0.12,3.8,81.74,-3,1010
2014,1,1,2,0,0,0,0,0,0,0,1,-5,145.77,0,0.12,4.2,81.25,-3,1010
2014,1,1,3,0,0,0,0,0,0,0,1,-6,155.07,0,0.12,4.5,74.14,-3,1010
2014,1,1,4,0,0,0,0,0,0,0,1,-8,160.55,0,0.12,4.6,72.8,-4,1010
2014,1,1,5,0,0,0,0,0,0,0,1,-8,158.86,0,0.12,4.6,68.48,-4,1010
2014,1,1,6,0,0,0,0,0,0,0,1,-9,151.26,0,0.12,4.5,71.57,-5,1010
2014,1,1,7,0,0,0,0,0,0,0,1,-9,141.17,0,0.12,4.4,69.95,-5,1020
2014,1,1,8,0,0,0,0,0,0,0,4,-9,130.24,0,0.12,4.3,74.24,-6,1020
2014,1,1,9,0,0,0,0,0,0,0,4,-10,119.14,0,0.12,4.3,73.07,-6,1020
2014,1,1,10,0,0,0,0,0,0,0,4,-10,108.2,0,0.12,4.1,72.43,-6,1020
2014,1,1,11,0,0,0,0,0,0,0,1,-10,97.73,0,0.12,3.9,72.47,-6,1020
2014,1,1,12,0,15,232,23,15,232,23,1,-9,88,0,0.12,3.7,68.04,-5,1020
2014,1,1,13,0,47,630,162,47,630,162,1,-9,79.4,0,0.12,3.7,64,-4,1020
2014,1,1,14,0,62,781,298,62,781,298,0,-10,72.39,0,0.12,3.6,58.17,-3,1020
2014,1,1,15,0,69,847,394,69,847,394,0,-10,67.49,0,0.12,3.6,52.61,-2,1020
2014,1,1,16,0,135,487,339,73,865,436,4,-10,65.21,0,0.12,3.5,52.58,-2,1020
2014,1,1,17,0,162,307,288,72,854,421,4,-10,65.84,0,0.12,3.5,53.34,-2,1020
2014,1,1,18,0,106,495,281,66,811,353,4,-10,69.29,0,0.12,3.4,54.33,-2,1020
2014,1,1,19,0,77,427,187,56,703,236,4,-9,75.16,0,0.12,3.2,55.62,-2,1020
2014,1,1,20,0,36,468,94,36,468,94,1,-9,82.92,0,0.12,3,57.4,-2,1020
2014,1,1,21,0,0,0,0,0,0,0,1,-8,92.05,0,0.12,2.8,65.28,-3,1020
2014,1,1,22,0,0,0,0,0,0,0,1,-8,102.14,0,0.12,2.7,71.26,-4,1020
2014,1,1,23,0,0,0,0,0,0,0,1,-8,112.84,0,0.12,2.4,71.33,-4,1020
2014,1,2,0,0,0,0,0,0,0,0,1,-8,123.88,0,0.866,2,71.83,-4,1020
2014,1,2,1,0,0,0,0,0,0,0,1,-8,134.96,0,0.866,1.7,70.76,-4,1020
2014,1,2,2,0,0,0,0,0,0,0,4,-8,145.63,0,0.866,1.5,69.23,-4,1020
2014,1,2,3,0,0,0,0,0,0,0,7,-8,154.94,0,0.866,1.3,69.17,-4,1020
2014,1,2,4,0,0,0,0,0,0,0,4,-8,160.45,0,0.866,1.3,70.37,-4,1020
2014,1,2,5,0,0,0,0,0,0,0,4,-8,158.83,0,0.866,1.4,72.26,-4,1020
2014,1,2,6,0,0,0,0,0,0,0,7,-7,151.27,0,0.866,1.6,74.67,-4,1020
2014,1,2,7,0,0,0,0,0,0,0,7,-7,141.2,0,0.866,1.9,77.72,-4,1020
2014,1,2,8,0,0,0,0,0,0,0,8,-6,130.28,0,0.866,2.4,80.11,-4,1020
2014,1,2,9,0,0,0,0,0,0,0,7,-6,119.17,0,0.866,2.8,82.53,-4,1020
2014,1,2,10,0,0,0,0,0,0,0,7,-6,108.23,0,0.866,3,84.29,-4,1020
2014,1,2,11,0,0,0,0,0,0,0,7,-6,97.75,0,0.866,3.1,85.82,-4,1020
2014,1,2,12,0,12,0,12,15,23,15,7,-5,88.01,4,0.866,3.3,81.81,-3,1010
2014,1,2,13,0,69,89,86,90,277,141,7,-5,79.39,0,0.866,3.6,79.15,-2,1010
2014,1,2,14,0,114,22,121,134,459,273,7,-4,72.35,0,0.866,4.1,83.36,-2,1010
2014,1,2,15,0,48,0,48,162,539,370,7,-3,67.43,0,0.866,4.4,81.52,-1,1010
2014,1,2,16,0,169,37,184,170,586,416,7,-3,65.13,0,0.866,4.6,79.23,0,1010
2014,1,2,17,0,151,12,156,160,597,406,6,-2,65.73,0,0.866,4.8,81.9,0,1010
2014,1,2,18,0,130,10,133,141,552,338,6,-2,69.17,0,0.866,5.1,83.32,0,1010
2014,1,2,19,0,95,14,99,110,434,223,6,-2,75.03,0,0.866,5.3,83.91,0,1010
2014,1,2,20,0,37,0,37,59,207,85,6,-2,82.78,4,0.866,5.6,89.24,-1,1010
2014,1,2,21,0,0,0,0,0,0,0,6,-2,91.91,0,0.866,5.9,87.15,-1,1000
2014,1,2,22,0,0,0,0,0,0,0,6,-3,101.99,0,0.866,6,91.45,-2,1000
2014,1,2,23,0,0,0,0,0,0,0,6,-3,112.7,0,0.866,6.1,89.86,-2,1000
2014,1,3,0,0,0,0,0,0,0,0,6,-3,123.74,0,0.866,6.3,88.35,-2,1000
2014,1,3,1,0,0,0,0,0,0,0,6,-4,134.82,0,0.866,6.5,92.57,-3,1000
2014,1,3,2,0,0,0,0,0,0,0,6,-4,145.49,0,0.866,6.7,89.14,-3,1000
2014,1,3,3,0,0,0,0,0,0,0,6,-5,154.8,0,0.866,6.8,92.45,-4,1000
2014,1,3,4,0,0,0,0,0,0,0,6,-5,160.34,0,0.866,6.9,89.05,-4,1000
2014,1,3,5,0,0,0,0,0,0,0,6,-6,158.78,0,0.866,7,90.94,-5,1000
2014,1,3,6,0,0,0,0,0,0,0,6,-7,151.27,0,0.866,7.2,91.39,-6,1000
2014,1,3,7,0,0,0,0,0,0,0,6,-7,141.22,0,0.866,7.4,92.79,-7,1000
2014,1,3,8,0,0,0,0,0,0,0,6,-8,130.31,0,0.866,7.5,88.74,-7,1000
2014,1,3,9,0,0,0,0,0,0,0,6,-9,119.2,0,0.866,7.7,91.72,-8,1000
2014,1,3,10,0,0,0,0,0,0,0,7,-9,108.26,0,0.866,7.8,92.91,-9,1000
2014,1,3,11,0,0,0,0,0,0,0,7,-10,97.76,0,0.866,7.7,92.4,-10,1000
2014,1,3,12,0,7,0,7,18,55,20,7,-12,88.01,4,0.866,7.5,92.13,-11,1000
2014,1,3,13,0,25,0,25,75,423,153,7,-12,79.38,0,0.866,7.3,94.72,-12,1000
2014,1,3,14,0,123,162,172,108,606,292,4,-12,72.32,0,0.866,7,85.85,-11,1000
2014,1,3,15,0,120,716,396,120,716,396,1,-12,67.37,0,0.866,6.7,87.44,-11,1000
2014,1,3,16,0,184,131,240,122,771,447,4,-12,65.04,0,0.866,6.5,83.62,-10,1000
2014,1,3,17,0,179,157,243,117,775,437,4,-11,65.62,0,0.866,6.2,86.36,-10,1010
2014,1,3,18,0,93,784,373,93,784,373,0,-11,69.04,0,0.866,6,88.32,-10,1010
2014,1,3,19,0,75,688,255,75,688,255,0,-11,74.89,0,0.866,5.8,87.92,-10,1010
2014,1,3,20,0,43,498,107,43,498,107,0,-11,82.64,0,0.866,5.6,85.48,-10,1010
2014,1,3,21,0,0,0,0,0,0,0,1,-12,91.77,0,0.866,5.5,87.6,-11,1010
2014,1,3,22,0,0,0,0,0,0,0,1,-13,101.85,0,0.866,5.4,89.82,-12,1020
2014,1,3,23,0,0,0,0,0,0,0,0,-13,112.55,0,0.866,5.2,85.29,-12,1020
2014,1,4,0,0,0,0,0,0,0,0,1,-14,123.59,0,0.866,4.9,88.32,-13,1020
2014,1,4,1,0,0,0,0,0,0,0,1,-15,134.67,0,0.866,4.6,91.66,-14,1020
2014,1,4,2,0,0,0,0,0,0,0,1,-15,145.34,0,0.866,4.4,95.71,-15,1020
2014,1,4,3,0,0,0,0,0,0,0,4,-15,154.66,0,0.866,4,92.51,-15,1020
2014,1,4,4,0,0,0,0,0,0,0,4,-16,160.22,0,0.866,3.6,96.57,-16,1020
2014,1,4,5,0,0,0,0,0,0,0,8,-16,158.73,0,0.866,3.3,93.25,-16,1020
2014,1,4,6,0,0,0,0,0,0,0,8,-17,151.26,0,0.866,3,89.83,-16,1020
2014,1,4,7,0,0,0,0,0,0,0,8,-17,141.24,0,0.866,2.8,80.47,-15,1020
2014,1,4,8,0,0,0,0,0,0,0,8,-17,130.33,0,0.866,2.7,78.97,-15,1020
2014,1,4,9,0,0,0,0,0,0,0,8,-17,119.22,0,0.866,2.6,78.57,-15,1020
2014,1,4,10,0,0,0,0,0,0,0,8,-17,108.27,0,0.866,2.6,79.41,-15,1020
2014,1,4,11,0,0,0,0,0,0,0,8,-17,97.77,0,0.866,2.7,74.64,-14,1020
2014,1,4,12,0,24,0,24,15,272,24,8,-17,88,4,0.866,2.8,70.86,-13,1020
2014,1,4,13,0,48,642,167,48,642,167,1,-15,79.35,0,0.866,2.8,67.36,-11,1020
2014,1,4,14,0,68,780,306,68,780,306,0,-13,72.27,0,0.866,3,69.93,-9,1020
2014,1,4,15,0,77,853,406,77,853,406,0,-12,67.29,0,0.866,3.2,67.51,-7,1020
2014,1,4,16,0,80,881,453,80,881,453,0,-10,64.94,0,0.866,3.4,65.46,-5,1020
2014,1,4,17,0,78,876,441,78,876,441,0,-8,65.5,0,0.866,3.7,68.54,-4,1020
2014,1,4,18,0,70,838,372,70,838,372,0,-7,68.91,0,0.866,4,70.75,-3,1020
2014,1,4,19,0,58,744,254,58,744,254,0,-6,74.75,0,0.866,4.1,76.77,-3,1020
2014,1,4,20,0,38,531,107,38,531,107,0,-5,82.49,0,0.866,4.2,80.99,-3,1020
2014,1,4,21,0,0,0,0,0,0,0,1,-5,91.62,0,0.866,4.1,83.59,-3,1020
2014,1,4,22,0,0,0,0,0,0,0,1,-4,101.7,0,0.866,4,86.76,-3,1020
