,% Baseline,Latitude,Longitude,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Year,Month,Day,Hour,Minute
2423,0.8867,42.13,-70.86,22,12,0.0,14.5,5,29,12,24,24,22,15,4,51,0.0,1021,22,10,155,11,77,828,546,77,828,546,0,14.0,55.53,0,0.146,0.7,73.37,19.0,1010,2014,6,23,12,0
2424,0.8581,42.13,-70.86,22,12,0.0,14.5,5,29,12,22,23,22,19,4,54,0.0,1021,22,10,161,13,87,883,717,87,883,717,0,13.0,44.45,0,0.146,0.8,66.14,20.0,1010,2014,6,23,13,0
2425,0.7776,42.13,-70.86,22,12,0.0,14.5,5,29,12,21,22,21,23,4,57,0.0,1020,21,10,166,16,94,915,855,94,915,855,0,13.0,33.76,0,0.146,0.9,60.49,21.0,1010,2014,6,23,14,0
2426,0.6075,42.13,-70.86,22,12,0.0,14.5,5,29,13,21,21,21,27,4,60,0.0,1020,21,10,171,18,97,934,948,97,934,948,0,12.0,24.44,0,0.146,0.9,56.61,22.0,1010,2014,6,23,15,0
2427,0.3717,42.13,-70.86,22,12,0.0,14.5,5,29,13,19,19,19,25,4,67,0.0,1021,19,10,176,16,100,941,990,100,941,990,0,13.0,18.99,0,0.146,1.0,56.91,22.0,1010,2014,6,23,16,0
2428,0.1775,42.13,-70.86,22,12,0.0,14.5,5,29,13,18,18,18,24,4,73,0.0,1021,18,10,181,13,100,937,976,100,937,976,0,13.0,20.85,0,0.146,1.1,57.19,22.0,1010,2014,6,23,17,0
2429,0.0654,42.13,-70.86,22,12,0.0,14.5,5,29,13,16,16,16,23,5,80,0.0,1021,16,10,187,11,105,912,906,105,912,906,0,13.0,28.6,0,0.146,1.2,57.54,22.0,1010,2014,6,23,18,0
2430,0.0284,42.13,-70.86,22,12,0.0,14.5,5,29,13,15,16,15,25,4,82,0.0,1021,16,10,189,12,104,876,787,104,876,787,0,13.0,38.76,0,0.146,1.3,58.37,22.0,1010,2014,6,23,19,0
2431,0.0033,42.13,-70.86,22,12,0.0,14.5,5,29,12,14,15,14,28,4,84,0.0,1021,15,10,192,13,98,823,630,98,823,630,0,13.0,49.72,0,0.146,1.3,63.21,21.0,1010,2014,6,23,20,0
2432,0.0023,42.13,-70.86,22,12,0.0,14.5,5,29,12,13,14,13,30,4,86,0.0,1022,14,10,194,14,70,774,448,82,759,452,7,14.0,60.82,0,0.146,1.4,68.98,20.0,1010,2014,6,23,21,0
2433,0.003,42.13,-70.86,23,13,0.0,14.5,6,22,12,14,15,14,24,21,83,0.0,1022,15,10,200,12,0,0,0,0,0,0,1,14.0,114.35,0,0.146,2.5,97.21,15.0,1010,2014,6,24,4,0
2434,0.0073,42.13,-70.86,23,13,0.0,14.5,6,22,12,16,16,16,19,34,77,0.0,1022,16,10,200,11,0,0,0,0,0,0,3,14.0,113.66,0,0.146,2.5,100.0,14.0,1010,2014,6,24,5,0
2435,0.0504,42.13,-70.86,23,13,0.0,14.5,6,22,13,18,18,18,13,46,72,0.0,1022,18,10,200,9,0,0,0,0,0,0,1,14.0,110.17,0,0.146,2.6,100.0,14.0,1010,2014,6,24,6,0
2436,0.1407,42.13,-70.86,23,13,0.0,14.5,6,22,13,19,20,19,17,39,68,0.0,1022,19,10,197,12,0,0,0,0,0,0,1,14.0,104.28,0,0.146,2.6,100.0,14.0,1010,2014,6,24,7,0
2437,0.3924,42.13,-70.86,23,13,0.0,14.5,6,22,14,21,22,21,21,32,65,0.0,1021,21,10,194,15,0,0,0,0,0,0,4,14.0,96.52,0,0.146,2.6,100.0,14.0,1010,2014,6,24,8,0
2438,0.6559,42.13,-70.86,23,13,0.0,14.5,6,22,14,25,25,22,25,24,62,0.0,1021,22,10,192,18,7,0,7,17,78,21,4,14.0,87.4,4,0.146,2.5,97.78,15.0,1010,2014,6,24,9,0
2439,0.7984,42.13,-70.86,23,13,0.0,14.5,6,22,14,25,25,23,26,25,60,0.0,1021,23,10,188,18,78,140,109,67,397,154,4,14.0,77.32,0,0.146,2.4,92.79,16.0,1010,2014,6,24,10,0
2440,0.8528,42.13,-70.86,23,13,0.0,14.5,6,22,14,25,25,23,27,26,58,0.0,1020,23,10,184,19,100,576,328,100,576,328,1,14.0,66.62,0,0.146,2.2,82.36,18.0,1010,2014,6,24,11,0
2441,0.857,42.13,-70.86,23,13,0.0,14.5,6,22,14,25,25,23,28,27,56,0.0,1020,23,10,180,19,125,675,506,125,675,506,0,14.0,55.58,0,0.146,2.0,77.08,19.0,1010,2014,6,24,12,0
2442,0.8275,42.13,-70.86,23,13,0.0,14.5,6,22,14,25,25,23,32,26,58,0.0,1019,23,10,184,21,146,731,668,146,731,668,0,14.0,44.5,0,0.146,2.0,71.29,20.0,1010,2014,6,24,13,0
2443,0.7427,42.13,-70.86,23,13,0.0,14.5,6,22,14,25,25,22,36,25,60,0.0,1019,22,10,187,23,166,760,798,166,760,798,0,14.0,33.81,0,0.146,2.1,67.26,21.0,1010,2014,6,24,14,0
2444,0.6024,42.13,-70.86,23,13,0.0,14.5,6,22,14,22,25,22,40,24,61,0.0,1018,22,10,190,25,141,832,899,141,832,899,0,14.0,24.48,0,0.146,2.3,64.12,22.0,1010,2014,6,24,15,0
2445,0.3903,42.13,-70.86,23,13,0.0,14.5,6,22,14,20,22,20,36,21,68,0.0,1018,20,10,190,22,147,836,938,147,836,938,0,14.0,19.01,0,0.146,2.5,60.69,23.0,1010,2014,6,24,16,0
2446,0.1718,42.13,-70.86,23,13,0.0,14.5,6,22,14,19,20,19,33,19,74,0.0,1018,19,10,190,18,149,828,924,149,828,924,0,14.0,20.85,0,0.146,2.7,60.69,23.0,1010,2014,6,24,17,0
2447,0.0569,42.13,-70.86,23,13,0.0,14.5,6,22,14,17,17,17,29,17,81,0.0,1018,17,10,190,15,162,786,852,162,786,852,0,14.0,28.58,0,0.146,2.8,60.4,23.0,1010,2014,6,24,18,0
2448,0.0194,42.13,-70.86,23,13,0.0,14.5,6,22,14,17,17,17,31,21,84,0.0,1018,17,10,194,16,167,728,735,167,728,735,0,14.0,38.74,0,0.146,2.9,63.52,22.0,1010,2014,6,24,19,0
2449,0.0041,42.13,-70.86,23,13,0.0,14.5,6,22,15,17,17,17,33,25,87,0.0,1018,17,10,197,17,160,653,583,160,653,583,0,14.0,49.69,0,0.146,3.0,62.88,22.0,1010,2014,6,24,20,0
2450,0.0034,42.13,-70.86,23,13,0.0,14.5,6,22,15,17,17,17,35,29,89,0.0,1018,17,10,201,18,103,657,424,103,657,424,0,14.0,60.79,0,0.146,3.1,66.59,21.0,1010,2014,6,24,21,0
2451,0.0036,42.13,-70.86,26,16,0.0,14.5,6,15,16,18,18,18,32,18,90,0.0,1015,18,10,216,18,0,0,0,0,0,0,0,16.0,114.37,0,0.146,3.4,94.93,17.0,1010,2014,6,25,4,0
2452,0.0066,42.13,-70.86,26,16,0.0,14.5,6,15,17,19,19,19,28,14,87,0.0,1015,19,10,221,16,0,0,0,0,0,0,0,16.0,113.69,0,0.146,3.4,96.11,17.0,1010,2014,6,25,5,0
2453,0.0288,42.13,-70.86,26,16,0.0,14.5,6,15,18,20,20,20,24,11,84,0.0,1015,20,10,226,15,0,0,0,0,0,0,1,16.0,110.21,0,0.146,3.2,97.79,17.0,1010,2014,6,25,6,0
2454,0.1221,42.13,-70.86,26,16,0.0,14.5,6,15,18,22,22,22,26,11,79,0.0,1015,22,10,224,17,0,0,0,0,0,0,0,16.0,104.33,0,0.146,3.0,99.66,17.0,1010,2014,6,25,7,0
2455,0.3714,42.13,-70.86,26,16,0.0,14.5,6,15,18,24,24,23,27,12,74,0.0,1015,23,10,222,18,0,0,0,0,0,0,0,17.0,96.57,0,0.146,3.0,100.0,17.0,1010,2014,6,25,8,0
2456,0.6067,42.13,-70.86,26,16,0.0,14.5,6,15,19,26,26,25,29,12,69,0.0,1015,25,10,220,19,16,45,18,16,45,18,0,17.0,87.45,0,0.146,3.0,96.88,18.0,1010,2014,6,25,9,0
2457,0.7822,42.13,-70.86,26,16,0.0,14.5,6,15,19,27,27,25,29,10,67,0.0,1014,25,10,215,19,72,334,145,72,334,145,0,17.0,77.37,0,0.146,2.9,92.91,19.0,1010,2014,6,25,10,0
2458,0.8442,42.13,-70.86,26,16,0.0,14.5,6,15,19,27,27,26,29,9,66,0.0,1014,26,10,211,19,109,524,316,109,524,316,0,18.0,66.68,0,0.146,2.7,90.18,20.0,1010,2014,6,25,11,0
2459,0.8511,42.13,-70.86,26,16,0.0,14.5,6,15,19,28,28,26,29,8,64,0.0,1014,26,10,206,18,120,673,500,120,673,500,0,18.0,55.64,0,0.146,2.5,82.38,22.0,1010,2014,6,25,12,0
2460,0.8009,42.13,-70.86,26,16,0.0,14.5,6,15,19,27,27,26,34,7,66,0.0,1013,26,10,205,21,133,746,664,133,746,664,0,19.0,44.55,0,0.146,2.4,78.95,23.0,1010,2014,6,25,13,0
2461,0.7299,42.13,-70.86,26,16,0.0,14.5,6,15,19,27,27,25,38,6,69,0.0,1013,25,10,203,24,143,789,798,143,789,798,0,19.0,33.86,0,0.146,2.4,75.36,24.0,1010,2014,6,25,14,0
2462,0.6048,42.13,-70.86,26,16,0.0,14.5,6,15,19,26,26,25,43,5,71,0.0,1013,25,10,202,26,142,824,893,142,824,893,0,19.0,24.53,0,0.146,2.5,71.88,25.0,1010,2014,6,25,15,0
2463,0.3207,42.13,-70.86,26,16,0.0,14.5,6,15,19,24,24,23,36,9,77,0.0,1012,23,10,199,21,145,835,935,145,835,935,0,19.0,19.05,0,0.146,2.7,72.61,25.0,1000,2014,6,25,16,0
2464,0.1795,42.13,-70.86,26,16,0.0,14.5,6,15,19,22,22,22,30,14,84,0.0,1012,22,10,196,16,145,833,924,145,833,924,0,19.0,20.85,0,0.146,2.9,68.85,26.0,1000,2014,6,25,17,0
2465,0.069,42.13,-70.86,26,16,0.0,14.5,6,15,19,20,20,20,23,18,90,0.0,1012,20,10,193,11,141,818,860,141,818,860,0,19.0,28.57,0,0.146,3.0,73.24,25.0,1000,2014,6,25,18,0
2466,0.0145,42.13,-70.86,26,16,0.0,14.5,6,15,19,20,20,20,25,34,92,0.0,1012,20,10,192,13,132,789,749,132,789,749,0,19.0,38.72,0,0.146,3.1,77.77,24.0,1000,2014,6,25,19,0
2467,0.0022,42.13,-70.86,26,16,0.0,14.5,6,15,19,20,20,20,28,50,94,0.1,1012,20,10,191,14,120,739,599,120,739,599,0,19.0,49.66,0,0.146,3.1,78.07,24.0,1000,2014,6,25,20,0
2468,0.0023,42.13,-70.86,26,16,0.0,14.5,6,15,19,19,19,19,31,66,96,0.1,1012,19,10,190,16,103,655,423,103,655,423,1,20.0,60.77,0,0.146,3.0,84.04,23.0,1000,2014,6,25,21,0
2469,0.0023,42.13,-70.86,22,14,0.0,11.5,4,9,20,20,20,20,25,100,100,0.5,1009,20,7,215,14,0,0,0,0,0,0,4,20.0,114.4,0,0.142,2.8,100.0,20.0,1000,2014,6,26,4,0
2470,0.0023,42.13,-70.86,22,14,0.0,11.5,4,9,20,20,20,20,19,100,100,0.0,1009,20,3,236,10,0,0,0,0,0,0,7,20.0,113.73,0,0.142,2.7,100.0,20.0,1000,2014,6,26,5,0
2471,0.0279,42.13,-70.86,22,14,0.0,11.5,4,9,20,20,20,20,12,100,100,0.0,1009,20,0,257,7,0,0,0,0,0,0,7,20.0,110.26,0,0.142,2.5,100.0,20.0,1000,2014,6,26,6,0
2472,0.0514,42.13,-70.86,22,14,0.0,11.5,4,9,20,21,22,21,15,94,97,0.0,1009,21,2,288,9,0,0,0,0,0,0,4,20.0,104.38,0,0.142,2.5,100.0,20.0,1000,2014,6,26,7,0
2473,0.0795,42.13,-70.86,22,14,0.0,11.5,4,9,21,22,23,22,17,87,94,1.0,1009,22,5,319,10,0,0,0,0,0,0,7,20.0,96.63,0,0.142,2.5,100.0,20.0,1000,2014,6,26,8,0
2474,0.2377,42.13,-70.86,22,14,0.0,11.5,4,9,21,25,25,22,20,81,92,1.3,1009,22,7,350,12,8,0,8,16,54,18,8,20.0,87.5,4,0.142,2.2,100.0,20.0,1000,2014,6,26,9,0
2475,0.6058,42.13,-70.86,22,14,0.0,11.5,4,9,20,21,23,21,22,76,90,0.7,1010,21,7,248,15,6,0,6,68,350,145,4,20.0,77.43,0,0.142,2.0,100.0,20.0,1000,2014,6,26,10,0
2476,0.64,42.13,-70.86,22,14,0.0,11.5,4,9,18,20,21,20,25,71,88,1.0,1010,20,7,147,17,122,0,122,104,531,314,7,20.0,66.73,0,0.142,1.7,100.0,20.0,1000,2014,6,26,11,0
2477,0.455,42.13,-70.86,22,14,0.0,11.5,4,9,17,19,19,19,28,66,86,1.4,1010,19,7,45,20,242,94,295,132,632,488,8,21.0,55.69,0,0.142,1.4,100.0,21.0,1000,2014,6,26,12,0
2478,0.4172,42.13,-70.86,22,14,0.0,11.5,4,9,16,19,19,19,27,64,84,0.7,1010,19,8,46,19,238,15,249,154,694,648,3,22.0,44.61,0,0.142,1.1,100.0,22.0,1000,2014,6,26,13,0
2479,0.2993,42.13,-70.86,22,14,0.0,11.5,4,9,15,18,18,18,26,62,82,0.0,1011,18,9,46,18,399,206,571,174,727,777,2,22.0,33.92,0,0.142,0.8,94.57,23.0,1000,2014,6,26,14,0
2480,0.1458,42.13,-70.86,22,14,0.0,11.5,4,9,15,18,18,18,24,60,81,0.0,1011,18,10,47,17,383,39,420,254,648,843,2,21.0,24.58,0,0.142,0.5,97.49,22.0,1000,2014,6,26,15,0
2481,0.11699999999999999,42.13,-70.86,22,14,0.0,11.5,4,9,14,17,17,17,23,46,83,0.0,1012,17,10,48,16,455,86,537,272,643,880,2,21.0,19.09,0,0.142,0.5,94.36,22.0,1000,2014,6,26,16,0
2482,0.1447,42.13,-70.86,22,14,0.0,11.5,4,9,14,17,17,17,21,32,85,0.0,1012,17,10,50,14,444,78,517,249,673,877,2,20.0,20.86,0,0.142,1.3,95.91,21.0,1000,2014,6,26,17,0
2483,0.0778,42.13,-70.86,22,14,0.0,11.5,4,9,14,16,16,16,20,18,87,0.0,1013,16,10,51,13,318,22,338,221,686,824,3,19.0,28.56,0,0.142,2.7,94.75,20.0,1000,2014,6,26,18,0
2484,0.0481,42.13,-70.86,22,14,0.0,11.5,4,9,14,15,15,15,20,22,89,0.0,1014,15,7,42,12,118,0,118,174,711,729,3,17.0,38.7,0,0.142,3.4,86.99,20.0,1000,2014,6,26,19,0
2485,0.0053,42.13,-70.86,22,14,0.0,11.5,4,9,13,14,15,14,20,26,92,0.0,1014,15,5,33,12,78,0,78,136,703,592,4,16.0,49.65,0,0.142,3.2,82.52,20.0,1000,2014,6,26,20,0
2486,0.0051,42.13,-70.86,22,14,0.0,11.5,4,9,13,13,14,13,21,30,94,0.0,1015,14,2,24,12,181,27,194,109,641,423,3,16.0,60.75,0,0.142,2.8,86.77,19.0,1000,2014,6,26,21,0
2487,0.0067,42.13,-70.86,21,14,0.0,14.5,5,2,13,14,15,14,23,13,90,0.0,1017,15,5,239,13,0,0,0,0,0,0,0,14.0,114.43,0,0.142,2.5,98.98,15.0,1010,2014,6,27,4,0
2488,0.0099,42.13,-70.86,21,14,0.0,14.5,5,2,13,16,16,16,21,9,85,0.0,1018,16,7,125,14,0,0,0,0,0,0,0,14.0,113.77,0,0.142,2.5,98.99,15.0,1010,2014,6,27,5,0
2489,0.0311,42.13,-70.86,21,14,0.0,14.5,5,2,13,17,17,17,20,5,79,0.0,1018,17,10,11,15,0,0,0,0,0,0,7,14.0,110.31,0,0.142,2.4,99.37,15.0,1010,2014,6,27,6,0
2490,0.12300000000000001,42.13,-70.86,21,14,0.0,14.5,5,2,13,18,18,18,21,3,72,0.0,1018,18,10,15,16,0,0,0,0,0,0,7,14.0,104.43,0,0.142,2.4,99.81,15.0,1010,2014,6,27,7,0
2491,0.4183,42.13,-70.86,21,14,0.0,14.5,5,2,12,19,19,19,22,2,64,0.0,1019,19,10,19,17,0,0,0,0,0,0,7,15.0,96.68,0,0.142,2.4,100.0,15.0,1010,2014,6,27,8,0
2492,0.7101,42.13,-70.86,21,14,0.0,14.5,5,2,11,20,20,20,22,0,57,0.0,1019,20,10,23,18,21,0,21,16,130,21,3,15.0,87.56,4,0.142,2.4,100.0,15.0,1010,2014,6,27,9,0
2493,0.8572,42.13,-70.86,21,14,0.0,14.5,5,2,10,20,21,20,20,0,53,0.0,1019,20,10,30,16,51,513,162,51,513,162,0,15.0,77.49,0,0.142,2.7,94.74,16.0,1010,2014,6,27,10,0
2494,0.8899,42.13,-70.86,21,14,0.0,14.5,5,2,10,21,23,21,18,0,49,0.0,1019,21,10,37,15,69,705,347,69,705,347,0,14.0,66.79,0,0.142,3.0,85.69,17.0,1010,2014,6,27,11,0
2495,0.9085,42.13,-70.86,21,14,0.0,14.5,5,2,9,21,24,21,16,0,45,0.0,1019,21,10,44,13,80,809,535,80,809,535,0,13.0,55.76,0,0.142,3.2,73.51,18.0,1010,2014,6,27,12,0
2496,0.8894,42.13,-70.86,21,14,0.0,14.5,5,2,9,21,24,21,15,0,45,0.0,1019,21,10,46,12,89,869,707,89,869,707,0,12.0,44.67,0,0.142,3.3,64.36,19.0,1010,2014,6,27,13,0
2497,0.8096,42.13,-70.86,21,14,0.0,14.5,5,2,9,21,24,21,14,0,45,0.0,1020,21,10,47,11,96,906,848,96,906,848,0,11.0,33.98,0,0.142,3.3,61.7,19.0,1010,2014,6,27,14,0
2498,0.6545,42.13,-70.86,21,14,0.0,14.5,5,2,9,21,24,21,13,0,46,0.0,1020,21,10,49,10,297,619,860,101,929,946,3,11.0,24.64,0,0.142,3.0,56.69,20.0,1010,2014,6,27,15,0
2499,0.406,42.13,-70.86,21,14,0.0,14.5,5,2,10,20,22,20,12,0,53,0.0,1020,20,10,61,8,102,942,992,102,942,992,0,11.0,19.13,0,0.142,2.7,56.51,20.0,1010,2014,6,27,16,0
2500,0.1724,42.13,-70.86,21,14,0.0,14.5,5,2,10,18,19,18,10,0,60,0.0,1021,18,10,74,6,102,943,983,102,943,983,0,11.0,20.88,0,0.142,2.4,53.14,21.0,1010,2014,6,27,17,0
2501,0.0497,42.13,-70.86,21,14,0.0,14.5,5,2,11,17,17,17,8,0,67,0.0,1021,17,10,87,4,100,930,917,100,930,917,0,11.0,28.56,0,0.142,2.1,53.21,21.0,1010,2014,6,27,18,0
2502,0.0195,42.13,-70.86,21,14,0.0,14.5,5,2,11,16,16,16,7,0,71,0.0,1021,16,10,115,3,94,907,802,94,907,802,0,11.0,38.69,0,0.142,1.9,53.27,21.0,1010,2014,6,27,19,0
2503,0.0048,42.13,-70.86,21,14,0.0,14.5,5,2,12,16,16,16,6,0,75,0.0,1022,16,10,143,3,86,865,646,86,865,646,0,11.0,49.63,0,0.142,1.6,57.02,20.0,1010,2014,6,27,20,0
2504,0.0039,42.13,-70.86,21,14,0.0,14.5,5,2,12,16,16,16,5,0,79,0.0,1022,16,10,171,3,75,794,463,75,794,463,0,11.0,60.74,0,0.142,1.3,58.06,20.0,1010,2014,6,27,21,0
2505,0.0043,42.13,-70.86,25,15,0.0,14.5,6,5,14,17,17,17,12,0,85,0.0,1023,17,10,278,6,0,0,0,0,0,0,0,12.0,114.47,0,0.142,1.1,83.8,15.0,1010,2014,6,28,4,0
2506,0.0078,42.13,-70.86,25,15,0.0,14.5,6,5,15,19,19,19,7,0,82,0.0,1024,19,10,258,4,0,0,0,0,0,0,0,12.0,113.82,0,0.142,1.5,90.03,14.0,1010,2014,6,28,5,0
2507,0.0342,42.13,-70.86,25,15,0.0,14.5,6,5,17,21,21,21,3,0,78,0.0,1024,21,10,238,3,0,0,0,0,0,0,0,12.0,110.37,0,0.142,1.8,90.8,14.0,1010,2014,6,28,6,0
2508,0.1228,42.13,-70.86,25,15,0.0,14.5,6,5,17,23,23,22,3,0,71,0.0,1024,22,10,196,3,0,0,0,0,0,0,1,12.0,104.5,0,0.142,1.9,93.04,14.0,1010,2014,6,28,7,0
2509,0.4072,42.13,-70.86,25,15,0.0,14.5,6,5,17,25,25,24,3,0,65,0.0,1025,24,10,154,3,0,0,0,0,0,0,1,13.0,96.75,0,0.142,1.8,95.8,14.0,1010,2014,6,28,8,0
2510,0.6798,42.13,-70.86,25,15,0.0,14.5,6,5,17,27,27,25,4,0,58,0.0,1025,25,10,112,3,15,133,21,15,133,21,1,13.0,87.63,0,0.142,1.5,98.68,14.0,1020,2014,6,28,9,0
2511,0.8158,42.13,-70.86,25,15,0.0,14.5,6,5,15,26,26,25,6,6,54,0.0,1025,25,10,125,5,53,507,162,53,507,162,0,14.0,77.55,0,0.142,1.0,90.33,16.0,1020,2014,6,28,10,0
2512,0.8722,42.13,-70.86,25,15,0.0,14.5,6,5,14,26,26,25,9,12,50,0.0,1025,25,10,139,7,75,693,348,75,693,348,0,14.0,66.86,0,0.142,0.4,81.98,18.0,1020,2014,6,28,11,0
2513,0.8824,42.13,-70.86,25,15,0.0,14.5,6,5,13,26,26,25,11,18,47,0.0,1025,25,10,153,8,89,796,537,89,796,537,0,15.0,55.82,0,0.142,0.2,69.13,21.0,1020,2014,6,28,12,0
2514,0.8049,42.13,-70.86,25,15,0.0,14.5,6,5,13,25,25,24,12,18,49,0.0,1025,24,10,153,8,100,857,708,100,857,708,0,14.0,44.74,0,0.142,0.4,62.64,22.0,1020,2014,6,28,13,0
2515,0.6983,42.13,-70.86,25,15,0.0,14.5,6,5,13,25,25,24,13,18,50,0.0,1025,24,10,153,8,107,893,848,107,893,848,0,13.0,34.04,0,0.142,0.5,56.54,23.0,1020,2014,6,28,14,0
2516,0.5509,42.13,-70.86,25,15,0.0,14.5,6,5,13,25,25,24,14,17,52,0.0,1025,24,10,152,8,107,923,945,107,923,945,0,13.0,24.71,0,0.142,0.6,52.54,24.0,1020,2014,6,28,15,0
2517,0.4082,42.13,-70.86,25,15,0.0,14.5,6,5,14,22,23,22,15,27,62,0.0,1024,22,10,165,8,109,932,989,109,932,989,0,13.0,19.19,0,0.142,0.6,51.94,24.0,1020,2014,6,28,16,0
2518,0.2177,42.13,-70.86,25,15,0.0,14.5,6,5,15,20,21,20,17,37,72,0.0,1024,20,10,177,9,327,590,878,110,929,978,8,13.0,20.91,0,0.142,0.6,51.02,24.0,1020,2014,6,28,17,0
2519,0.0839,42.13,-70.86,25,15,0.0,14.5,6,5,15,18,18,18,18,47,82,0.0,1024,18,10,189,9,361,410,721,119,897,907,8,13.0,28.56,0,0.142,0.6,50.47,24.0,1020,2014,6,28,18,0
2520,0.0306,42.13,-70.86,25,15,0.0,14.5,6,5,15,18,18,18,19,32,85,0.0,1024,18,10,198,9,326,380,623,119,859,789,8,12.0,38.68,0,0.142,0.6,46.56,25.0,1020,2014,6,28,19,0
2521,0.0035,42.13,-70.86,25,15,0.0,14.5,6,5,16,17,17,17,20,18,89,0.0,1025,17,10,207,10,113,801,632,113,801,632,0,11.0,49.62,0,0.142,0.6,46.7,24.0,1020,2014,6,28,20,0
2522,0.0037,42.13,-70.86,25,15,0.0,14.5,6,5,16,17,17,17,21,4,93,0.0,1025,17,10,217,10,102,649,419,101,712,449,8,11.0,60.73,0,0.142,0.8,47.98,23.0,1020,2014,6,28,21,0
2523,0.0038,42.13,-70.86,25,15,0.0,14.5,5,12,15,17,17,17,19,3,93,0.0,1024,17,5,267,9,0,0,0,0,0,0,3,15.0,114.52,0,0.142,2.3,100.0,15.0,1020,2014,6,29,4,0
2524,0.0109,42.13,-70.86,25,15,0.0,14.5,5,12,16,18,18,18,15,3,89,0.0,1024,18,7,274,9,0,0,0,0,0,0,3,15.0,113.88,0,0.142,2.4,100.0,15.0,1020,2014,6,29,5,0
2525,0.0469,42.13,-70.86,25,15,0.0,14.5,5,12,17,19,19,19,12,3,85,0.0,1024,19,10,280,8,0,0,0,0,0,0,0,15.0,110.43,0,0.142,2.5,100.0,15.0,1020,2014,6,29,6,0
2526,0.127,42.13,-70.86,25,15,0.0,14.5,5,12,16,21,21,21,12,5,74,0.0,1024,21,10,250,8,0,0,0,0,0,0,1,15.0,104.56,0,0.142,2.4,100.0,15.0,1020,2014,6,29,7,0
2527,0.4038,42.13,-70.86,25,15,0.0,14.5,5,12,15,23,23,23,13,7,63,0.0,1024,23,10,220,9,0,0,0,0,0,0,3,14.0,96.82,0,0.142,2.3,99.15,15.0,1020,2014,6,29,8,0
2528,0.6609,42.13,-70.86,25,15,0.0,14.5,5,12,14,26,26,24,13,9,52,0.0,1023,24,10,189,9,15,99,19,15,99,19,1,14.0,87.7,0,0.142,2.0,99.02,15.0,1020,2014,6,29,9,0
2529,0.7808,42.13,-70.86,25,15,0.0,14.5,5,12,13,26,26,25,17,16,50,0.0,1023,25,10,186,11,68,276,128,59,455,157,3,14.0,77.62,0,0.142,1.5,87.99,17.0,1020,2014,6,29,10,0
2530,0.8319,42.13,-70.86,25,15,0.0,14.5,5,12,13,26,26,25,21,24,47,0.0,1022,25,10,183,13,86,645,339,86,645,339,0,15.0,66.93,0,0.142,1.0,79.35,19.0,1020,2014,6,29,11,0
2531,0.8098,42.13,-70.86,25,15,0.0,14.5,5,12,12,26,26,25,24,32,45,0.0,1022,25,10,180,15,201,406,429,104,750,524,3,15.0,55.89,0,0.142,0.7,70.85,21.0,1020,2014,6,29,12,0
2532,0.7319,42.13,-70.86,25,15,0.0,14.5,5,12,13,25,25,25,27,34,47,0.0,1022,25,10,188,17,117,811,693,117,811,693,0,15.0,44.8,0,0.142,0.7,61.11,23.0,1010,2014,6,29,13,0
2533,0.6935,42.13,-70.86,25,15,0.0,14.5,5,12,13,25,25,24,31,37,50,0.0,1021,24,10,195,18,126,849,830,126,849,830,0,14.0,34.11,0,0.142,0.9,54.95,24.0,1010,2014,6,29,14,0
2534,0.4686,42.13,-70.86,25,15,0.0,14.5,5,12,13,25,25,23,34,39,52,0.0,1021,23,10,202,20,144,850,916,144,850,916,0,13.0,24.78,0,0.142,1.1,49.28,25.0,1010,2014,6,29,15,0
2535,0.4176,42.13,-70.86,25,15,0.0,14.5,5,12,13,22,23,22,31,40,61,0.0,1021,22,10,201,17,340,579,887,145,860,958,7,13.0,19.25,0,0.142,1.5,48.59,25.0,1010,2014,6,29,16,0
2536,0.2349,42.13,-70.86,25,15,0.0,14.5,5,12,14,20,20,20,29,41,70,0.0,1020,20,10,200,15,374,491,834,144,857,945,7,13.0,20.94,0,0.142,1.8,48.78,25.0,1010,2014,6,29,17,0
2537,0.1291,42.13,-70.86,25,15,0.0,14.5,5,12,14,18,18,18,26,41,79,0.0,1020,18,10,200,13,335,489,765,158,810,870,7,13.0,28.57,0,0.142,2.0,52.15,24.0,1010,2014,6,29,18,0
2538,0.0366,42.13,-70.86,25,15,0.0,14.5,5,12,14,17,17,17,29,29,83,0.0,1020,17,10,206,14,308,418,634,151,775,756,7,13.0,38.68,0,0.142,2.2,56.27,23.0,1010,2014,6,29,19,0
2539,0.0051,42.13,-70.86,25,15,0.0,14.5,5,12,15,17,17,17,31,18,88,0.0,1020,17,10,211,15,204,517,539,138,718,604,7,14.0,49.62,0,0.142,2.3,61.22,22.0,1010,2014,6,29,20,0
2540,0.0023,42.13,-70.86,25,15,0.0,14.5,5,12,15,16,16,16,33,6,92,0.0,1020,16,10,217,16,164,422,370,118,634,428,8,14.0,60.73,0,0.142,2.3,66.16,21.0,1010,2014,6,29,21,0
