,% Baseline,Latitude,Longitude,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Year,Month,Day,Hour,Minute
16145,0.0002,42.13,-70.86,5,-1,0.2,11.9,2,22,-8,-4,1,-4,22,19,53,0.0,1033,1,10,170,15,0,0,0,0,0,0,4,-9.0,130.82,0,0.12,0.7,54.43,-1.0,1020,2017,3,24,6,0
16146,0.0261,42.13,-70.86,5,-1,0.2,11.9,2,22,-7,-2,2,-2,25,29,50,0.0,1032,2,10,182,19,0,0,0,0,0,0,1,-9.0,123.32,0,0.12,0.9,53.64,-1.0,1020,2017,3,24,7,0
16147,0.0755,42.13,-70.86,5,-1,0.2,11.9,2,22,-6,-1,4,-1,29,39,48,0.0,1031,4,10,193,23,0,0,0,0,0,0,1,-8.0,113.97,0,0.12,1.5,61.81,-2.0,1020,2017,3,24,8,0
16148,0.1874,42.13,-70.86,5,-1,0.2,11.9,2,22,-6,0,5,0,33,50,45,0.0,1030,5,10,205,27,0,0,0,0,0,0,4,-7.0,103.54,0,0.12,2.0,66.4,-2.0,1020,2017,3,24,9,0
16149,0.1333,42.13,-70.86,5,-1,0.2,11.9,2,22,-5,0,5,0,34,66,52,0.0,1029,5,8,199,26,0,0,0,0,0,0,4,-6.0,92.58,0,0.12,2.5,67.29,-1.0,1020,2017,3,24,10,0
16150,0.1685,42.13,-70.86,5,-1,0.2,11.9,2,22,-3,-1,4,-1,35,83,59,0.1,1028,4,7,193,24,30,0,30,43,451,110,4,-4.0,81.45,4,0.12,3.0,70.1,0.0,1020,2017,3,24,11,0
16151,0.1162,42.13,-70.86,5,-1,0.2,11.9,2,22,-2,-2,4,-2,36,100,66,0.1,1027,4,5,187,23,83,0,83,75,679,302,8,-3.0,70.53,0,0.12,3.3,74.73,0.0,1020,2017,3,24,12,0
16152,0.1106,42.13,-70.86,5,-1,0.2,11.9,2,22,-1,-1,4,-1,40,100,69,0.0,1025,4,6,195,25,213,85,256,106,755,481,8,-2.0,60.23,0,0.12,3.4,75.16,1.0,1020,2017,3,24,13,0
16153,0.0905,42.13,-70.86,5,-1,0.2,11.9,2,22,0,-1,4,-1,44,100,72,0.4,1024,4,8,202,27,93,0,93,135,782,626,8,-1.0,51.15,0,0.12,3.6,75.48,2.0,1020,2017,3,24,14,0
16154,0.0483,42.13,-70.86,5,-1,0.2,11.9,2,22,0,-1,5,-1,47,100,75,0.5,1022,5,9,210,29,172,1,173,170,766,719,6,0.0,44.23,0,0.12,4.0,75.92,3.0,1020,2017,3,24,15,0
16155,0.031,42.13,-70.86,5,-1,0.2,11.9,2,22,1,-1,4,-1,45,84,77,0.3,1022,4,9,214,26,217,8,223,186,759,762,8,0.0,40.69,0,0.12,4.4,74.23,4.0,1020,2017,3,24,16,0
16156,0.0329,42.13,-70.86,5,-1,0.2,11.9,2,22,1,-1,4,-1,42,68,80,0.0,1021,4,10,219,23,148,0,148,202,720,742,8,0.0,41.44,0,0.12,4.4,83.8,3.0,1020,2017,3,24,17,0
16157,0.011000000000000001,42.13,-70.86,5,-1,0.2,11.9,2,22,2,-1,4,-1,39,52,82,0.0,1021,4,10,223,21,64,0,64,204,670,667,4,1.0,46.26,0,0.12,4.3,86.71,3.0,1020,2017,3,24,18,0
16158,0.0125,42.13,-70.86,5,2,0.0,7.9,1,16,3,1,4,1,20,100,96,0.0,1021,4,10,15,12,0,0,0,0,0,0,4,2.0,130.43,0,0.12,2.6,98.34,3.0,1010,2017,3,25,6,0
16159,0.0075,42.13,-70.86,5,2,0.0,7.9,1,16,3,1,4,1,20,98,93,0.0,1022,4,7,24,12,0,0,0,0,0,0,8,2.0,122.95,0,0.12,2.3,100.0,2.0,1010,2017,3,25,7,0
16160,0.046,42.13,-70.86,5,2,0.0,7.9,1,16,3,2,5,2,19,96,89,0.1,1023,5,5,33,13,0,0,0,0,0,0,6,2.0,113.62,0,0.12,1.9,100.0,2.0,1010,2017,3,25,8,0
16161,0.1653,42.13,-70.86,5,2,0.0,7.9,1,16,3,3,5,3,18,95,86,0.1,1023,5,2,42,14,0,0,0,0,0,0,8,2.0,103.22,0,0.12,1.7,100.0,2.0,1010,2017,3,25,9,0
16162,0.2201,42.13,-70.86,5,2,0.0,7.9,1,16,3,2,5,2,19,96,84,0.1,1024,5,5,38,14,0,0,0,0,0,0,8,2.0,92.26,0,0.12,1.8,100.0,2.0,1010,2017,3,25,10,0
16163,0.1537,42.13,-70.86,5,2,0.0,7.9,1,16,2,2,5,2,20,98,82,0.0,1024,5,7,35,15,22,0,22,65,171,91,8,2.0,81.13,4,0.12,1.9,98.06,3.0,1010,2017,3,25,11,0
16164,0.1286,42.13,-70.86,5,2,0.0,7.9,1,16,2,2,5,2,22,100,81,0.0,1025,5,10,31,15,63,0,63,143,348,261,8,3.0,70.2,0,0.12,2.0,93.92,4.0,1010,2017,3,25,12,0
16165,0.1099,42.13,-70.86,5,2,0.0,7.9,1,16,2,2,5,2,19,96,82,0.0,1025,5,10,28,13,218,100,269,214,426,428,8,3.0,59.88,0,0.12,2.4,94.62,4.0,1010,2017,3,25,13,0
16166,0.061,42.13,-70.86,5,2,0.0,7.9,1,16,1,1,4,1,16,91,83,0.3,1025,4,9,24,11,242,25,259,266,480,569,8,2.0,50.78,0,0.12,2.8,99.01,3.0,1010,2017,3,25,14,0
16167,0.0651,42.13,-70.86,5,2,0.0,7.9,1,16,1,1,3,1,13,87,85,0.4,1026,3,9,20,9,193,4,197,293,523,671,8,2.0,43.83,0,0.12,2.9,95.87,3.0,1020,2017,3,25,15,0
16168,0.0691,42.13,-70.86,5,2,0.0,7.9,1,16,1,1,3,1,14,79,87,0.2,1026,3,9,15,9,85,0,85,293,564,724,8,1.0,40.29,0,0.12,2.8,93.08,3.0,1020,2017,3,25,16,0
16169,0.0416,42.13,-70.86,5,2,0.0,7.9,1,16,1,0,3,0,14,71,89,0.0,1027,3,10,11,9,74,0,74,283,574,717,8,1.0,41.07,0,0.12,2.6,92.43,3.0,1020,2017,3,25,17,0
16170,0.0127,42.13,-70.86,5,2,0.0,7.9,1,16,1,0,3,0,14,63,91,0.0,1028,3,10,6,9,127,0,127,284,518,645,8,1.0,45.94,0,0.12,2.6,91.9,3.0,1020,2017,3,25,18,0
16171,0.0166,42.13,-70.86,4,1,0.0,7.9,2,9,0,-2,2,-2,26,46,88,0.0,1033,2,10,46,17,0,0,0,0,0,0,8,0.0,134.63,0,0.12,2.5,99.84,0.0,1020,2017,3,26,5,0
16172,0.0105,42.13,-70.86,4,1,0.0,7.9,2,9,0,-2,2,-2,26,62,86,0.0,1034,2,10,52,18,0,0,0,0,0,0,1,0.0,130.04,0,0.12,2.5,98.02,0.0,1020,2017,3,26,6,0
16173,0.0519,42.13,-70.86,4,1,0.0,7.9,2,9,0,-2,3,-2,28,72,83,0.0,1034,3,10,59,20,0,0,0,0,0,0,4,0.0,122.59,0,0.12,2.6,95.76,0.0,1020,2017,3,26,7,0
16174,0.2018,42.13,-70.86,4,1,0.0,7.9,2,9,0,-1,3,-1,29,82,80,0.0,1034,3,10,66,22,0,0,0,0,0,0,1,-1.0,113.28,0,0.12,2.8,92.54,0.0,1020,2017,3,26,8,0
16175,0.3977,42.13,-70.86,4,1,0.0,7.9,2,9,0,-1,4,-1,31,92,77,0.0,1035,4,10,73,24,0,0,0,0,0,0,1,-1.0,102.89,0,0.12,3.0,90.85,0.0,1020,2017,3,26,9,0
16176,0.5995,42.13,-70.86,4,1,0.0,7.9,2,9,0,-1,4,-1,28,95,76,0.0,1034,4,10,77,22,0,0,0,0,0,0,1,-1.0,91.94,0,0.12,3.3,90.86,0.0,1020,2017,3,26,10,0
16177,0.7672,42.13,-70.86,4,1,0.0,7.9,2,9,0,-1,4,-1,26,97,75,0.0,1034,4,10,82,20,50,458,123,50,458,123,0,-1.0,80.81,0,0.12,3.5,86.32,1.0,1020,2017,3,26,11,0
16178,0.5437,42.13,-70.86,4,1,0.0,7.9,2,9,-1,0,4,0,23,100,74,0.0,1034,4,10,86,18,80,703,322,80,703,322,1,-1.0,69.87,0,0.12,3.6,80.03,2.0,1020,2017,3,26,12,0
16179,0.3676,42.13,-70.86,4,1,0.0,7.9,2,9,-1,0,4,0,23,96,74,0.0,1034,4,10,96,17,97,815,511,97,815,511,0,-2.0,59.53,0,0.12,3.5,69.27,3.0,1020,2017,3,26,13,0
16180,0.1874,42.13,-70.86,4,1,0.0,7.9,2,9,-1,-1,3,-1,22,93,74,0.0,1033,3,10,106,17,110,867,663,110,867,663,1,-2.0,50.41,0,0.12,3.3,62.45,4.0,1020,2017,3,26,14,0
16181,0.1501,42.13,-70.86,4,1,0.0,7.9,2,9,-1,-1,3,-1,21,89,74,0.0,1033,3,10,116,16,121,884,763,121,884,763,1,-2.0,43.44,0,0.12,3.1,57.82,5.0,1020,2017,3,26,15,0
16182,0.1148,42.13,-70.86,4,1,0.0,7.9,2,9,-1,-1,3,-1,20,91,76,0.0,1033,3,10,116,15,349,65,400,135,870,803,8,-2.0,39.89,0,0.12,3.0,57.93,5.0,1020,2017,3,26,16,0
16183,0.0445,42.13,-70.86,4,1,0.0,7.9,2,9,-1,-1,3,-1,20,93,77,0.0,1033,3,10,116,14,290,24,309,144,842,782,8,-2.0,40.7,0,0.12,2.9,62.47,4.0,1020,2017,3,26,17,0
16184,0.0077,42.13,-70.86,4,1,0.0,7.9,2,9,-1,-1,2,-1,19,94,79,0.0,1032,2,10,115,13,273,27,292,174,741,693,8,-2.0,45.62,0,0.12,2.8,63.14,4.0,1020,2017,3,26,18,0
16185,0.0013,42.13,-70.86,6,3,0.0,7.9,2,2,3,0,4,0,24,100,91,0.0,1025,4,7,115,15,0,0,0,0,0,0,1,0.0,134.23,0,0.12,3.6,99.47,1.0,1020,2017,3,27,5,0
16186,0.0013,42.13,-70.86,6,3,0.0,7.9,2,2,3,0,4,0,24,100,92,0.0,1024,4,10,117,15,0,0,0,0,0,0,4,1.0,129.66,0,0.12,3.5,95.05,2.0,1020,2017,3,27,6,0
16187,0.0068,42.13,-70.86,6,3,0.0,7.9,2,2,4,1,5,1,25,100,92,0.0,1023,5,10,128,15,0,0,0,0,0,0,4,1.0,122.22,0,0.12,3.5,97.82,2.0,1020,2017,3,27,7,0
16188,0.0274,42.13,-70.86,6,3,0.0,7.9,2,2,4,2,5,2,25,100,92,0.4,1022,5,9,140,15,0,0,0,0,0,0,8,2.0,112.94,0,0.12,3.6,100.0,2.0,1020,2017,3,27,8,0
16189,0.0575,42.13,-70.86,6,3,0.0,7.9,2,2,4,2,5,2,25,100,93,0.5,1022,5,9,151,15,0,0,0,0,0,0,4,2.0,102.56,0,0.12,3.6,96.64,3.0,1020,2017,3,27,9,0
16190,0.0944,42.13,-70.86,6,3,0.0,7.9,2,2,5,3,5,3,21,100,94,0.3,1021,5,6,181,12,0,0,0,0,0,0,4,2.0,91.62,0,0.12,3.5,98.64,3.0,1010,2017,3,27,10,0
16191,0.0621,42.13,-70.86,6,3,0.0,7.9,2,2,5,5,6,5,17,100,96,0.0,1020,6,3,212,9,9,0,9,68,232,106,8,2.0,80.49,4,0.12,3.4,100.0,3.0,1010,2017,3,27,11,0
16192,0.0679,42.13,-70.86,6,3,0.0,7.9,2,2,5,6,6,6,13,100,98,0.0,1019,6,0,242,7,26,0,26,124,456,284,8,3.0,69.54,0,0.12,3.2,98.02,4.0,1010,2017,3,27,12,0
16193,0.0823,42.13,-70.86,6,3,0.0,7.9,2,2,6,6,6,6,12,100,98,0.0,1018,6,2,256,6,32,0,32,157,590,460,8,4.0,59.19,0,0.12,3.1,100.0,4.0,1010,2017,3,27,13,0
16194,0.0455,42.13,-70.86,6,3,0.0,7.9,2,2,6,5,6,5,11,100,98,1.2,1018,6,4,271,6,14,0,14,169,687,610,8,4.0,50.04,0,0.12,3.2,100.0,5.0,1010,2017,3,27,14,0
16195,0.0855,42.13,-70.86,6,3,0.0,7.9,2,2,6,5,6,5,10,100,99,1.6,1017,6,6,286,6,79,0,79,182,725,712,8,5.0,43.05,0,0.12,3.4,98.53,6.0,1010,2017,3,27,15,0
16196,0.0468,42.13,-70.86,6,3,0.0,7.9,2,2,5,4,6,4,14,96,98,0.8,1017,6,6,299,8,151,0,151,179,755,762,8,6.0,39.49,0,0.12,3.4,97.09,7.0,1010,2017,3,27,16,0
16197,0.0444,42.13,-70.86,6,3,0.0,7.9,2,2,5,3,5,3,18,92,98,0.8,1016,5,7,312,11,92,0,92,165,773,755,8,7.0,40.33,0,0.12,3.3,95.0,8.0,1010,2017,3,27,17,0
16198,0.0124,42.13,-70.86,6,3,0.0,7.9,2,2,4,2,5,2,22,88,98,1.1,1016,5,7,325,13,17,0,17,152,762,688,8,7.0,45.31,0,0.12,3.2,97.8,8.0,1010,2017,3,27,18,0
16199,0.0002,42.13,-70.86,6,3,0.0,7.9,2,2,4,1,4,1,21,92,97,0.6,1017,4,5,329,13,123,0,123,143,707,567,4,7.0,53.23,0,0.12,2.8,99.36,8.0,1010,2017,3,27,19,0
16200,0.0012,42.13,-70.86,7,2,0.0,9.3,1,5,2,1,3,1,9,72,92,0.0,1017,3,10,40,7,0,0,0,0,0,0,1,1.0,133.83,0,0.12,2.1,99.92,2.0,1010,2017,3,28,5,0
16201,0.0018,42.13,-70.86,7,2,0.0,9.3,1,5,2,2,3,2,7,72,91,0.0,1017,3,10,54,6,0,0,0,0,0,0,1,1.0,129.27,0,0.12,1.9,98.88,2.0,1010,2017,3,28,6,0
16202,0.0169,42.13,-70.86,7,2,0.0,9.3,1,5,2,2,4,2,8,65,89,0.0,1017,4,10,54,7,0,0,0,0,0,0,8,1.0,121.86,0,0.12,1.7,98.17,2.0,1010,2017,3,28,7,0
16203,0.0597,42.13,-70.86,7,2,0.0,9.3,1,5,2,3,4,3,9,57,87,0.0,1017,4,10,55,7,0,0,0,0,0,0,1,1.0,112.59,0,0.12,1.7,100.0,1.0,1010,2017,3,28,8,0
16204,0.1409,42.13,-70.86,7,2,0.0,9.3,1,5,3,3,5,3,10,50,86,0.0,1017,5,10,55,8,0,0,0,0,0,0,4,1.0,102.23,0,0.12,1.8,100.0,1.0,1010,2017,3,28,9,0
16205,0.2072,42.13,-70.86,7,2,0.0,9.3,1,5,3,4,5,4,10,59,84,0.0,1017,5,10,57,8,0,0,0,0,0,0,8,1.0,91.3,0,0.12,1.7,100.0,1.0,1010,2017,3,28,10,0
16206,0.287,42.13,-70.86,7,2,0.0,9.3,1,5,3,4,6,4,10,67,83,0.0,1017,6,10,59,9,18,0,18,70,228,109,8,1.0,80.17,4,0.12,1.5,98.71,2.0,1010,2017,3,28,11,0
16207,0.3738,42.13,-70.86,7,2,0.0,9.3,1,5,4,5,7,5,10,76,82,0.0,1016,7,10,61,9,48,0,48,125,464,290,4,2.0,69.22,0,0.12,1.2,100.0,2.0,1010,2017,3,28,12,0
16208,0.2344,42.13,-70.86,7,2,0.0,9.3,1,5,3,4,6,4,11,84,84,0.0,1016,6,7,64,9,206,37,225,164,582,465,8,2.0,58.85,0,0.12,1.1,95.45,3.0,1010,2017,3,28,13,0
16209,0.1579,42.13,-70.86,7,2,0.0,9.3,1,5,3,3,5,3,13,92,86,0.2,1016,5,5,67,10,248,25,265,185,660,613,8,2.0,49.67,0,0.12,1.2,97.65,3.0,1010,2017,3,28,14,0
16210,0.0737,42.13,-70.86,7,2,0.0,9.3,1,5,3,2,4,2,14,100,89,0.3,1016,4,2,69,10,260,17,272,188,721,718,4,3.0,42.66,0,0.12,1.4,93.23,4.0,1010,2017,3,28,15,0
16211,0.0285,42.13,-70.86,7,2,0.0,9.3,1,5,3,2,4,2,15,100,91,0.1,1015,4,2,62,11,349,58,394,192,738,765,8,3.0,39.1,0,0.12,1.5,95.38,4.0,1010,2017,3,28,16,0
16212,0.0259,42.13,-70.86,7,2,0.0,9.3,1,5,3,1,4,1,17,100,93,0.0,1015,4,2,55,12,311,32,336,176,758,758,8,3.0,39.96,0,0.12,1.6,97.0,4.0,1010,2017,3,28,17,0
16213,0.0143,42.13,-70.86,7,2,0.0,9.3,1,5,3,1,4,1,19,100,95,0.0,1015,4,2,47,13,121,0,121,151,767,694,6,3.0,44.99,0,0.12,1.6,97.31,4.0,1010,2017,3,28,18,0
16214,0.0226,42.13,-70.86,6,3,0.0,9.3,1,12,2,-1,3,-1,30,100,93,0.3,1015,3,9,3,21,0,0,0,0,0,0,8,2.0,133.43,0,0.12,2.8,100.0,3.0,1000,2017,3,29,5,0
16215,0.016,42.13,-70.86,6,3,0.0,9.3,1,12,2,-2,3,-2,31,100,93,0.4,1016,3,9,1,21,0,0,0,0,0,0,8,2.0,128.88,0,0.12,3.1,100.0,2.0,1000,2017,3,29,6,0
16216,0.0164,42.13,-70.86,6,3,0.0,9.3,1,12,2,-1,4,-1,32,95,89,0.2,1016,4,9,2,23,0,0,0,0,0,0,8,2.0,121.49,0,0.12,3.5,100.0,2.0,1000,2017,3,29,7,0
16217,0.0689,42.13,-70.86,6,3,0.0,9.3,1,12,2,0,5,0,33,90,86,0.0,1016,5,10,3,24,0,0,0,0,0,0,8,2.0,112.25,0,0.12,3.7,100.0,2.0,1010,2017,3,29,8,0
16218,0.1155,42.13,-70.86,6,3,0.0,9.3,1,12,3,1,5,1,35,85,83,0.0,1016,5,10,4,26,0,0,0,0,0,0,4,2.0,101.91,0,0.12,3.8,100.0,2.0,1010,2017,3,29,9,0
16219,0.2374,42.13,-70.86,6,3,0.0,9.3,1,12,3,1,5,1,31,83,82,0.0,1017,5,10,121,23,0,0,0,0,0,0,1,2.0,90.98,0,0.12,4.0,100.0,2.0,1010,2017,3,29,10,0
16220,0.3062,42.13,-70.86,6,3,0.0,9.3,1,12,3,2,6,2,27,82,81,0.0,1017,6,10,238,19,71,274,119,71,274,119,1,2.0,79.86,0,0.12,4.1,100.0,2.0,1010,2017,3,29,11,0
16221,0.322,42.13,-70.86,6,3,0.0,9.3,1,12,3,2,6,2,23,80,80,0.0,1017,6,10,355,16,68,0,68,117,539,311,4,2.0,68.89,0,0.12,4.1,96.47,3.0,1010,2017,3,29,12,0
16222,0.1942,42.13,-70.86,6,3,0.0,9.3,1,12,2,2,6,2,27,80,78,0.0,1017,6,10,347,18,119,0,119,135,702,502,4,2.0,58.5,0,0.12,4.2,91.22,4.0,1010,2017,3,29,13,0
16223,0.1718,42.13,-70.86,6,3,0.0,9.3,1,12,2,2,6,2,30,80,76,0.0,1017,6,10,339,21,244,22,258,140,803,664,4,2.0,49.31,0,0.12,4.3,84.47,5.0,1010,2017,3,29,14,0
16224,0.1931,42.13,-70.86,6,3,0.0,9.3,1,12,2,2,6,2,33,80,74,0.0,1018,6,10,331,23,270,19,284,125,892,785,4,2.0,42.27,0,0.12,4.0,77.98,6.0,1010,2017,3,29,15,0
16225,0.1769,42.13,-70.86,6,3,0.0,9.3,1,12,1,1,5,1,35,57,74,0.0,1018,5,10,329,23,299,24,319,128,906,835,4,2.0,38.7,0,0.12,3.5,71.99,7.0,1010,2017,3,29,16,0
16226,0.0663,42.13,-70.86,6,3,0.0,9.3,1,12,0,0,4,0,37,34,75,0.0,1019,4,10,326,23,301,27,322,126,905,823,4,2.0,39.6,0,0.12,3.0,71.74,7.0,1010,2017,3,29,17,0
16227,0.0306,42.13,-70.86,6,3,0.0,9.3,1,12,-1,-2,3,-2,39,11,75,0.0,1020,3,10,323,22,120,0,120,121,884,750,4,2.0,44.68,0,0.12,2.6,72.08,7.0,1010,2017,3,29,18,0
16228,0.0023,42.13,-70.86,6,3,0.0,9.3,1,12,-1,-2,3,-2,40,12,75,0.0,1020,3,10,324,24,115,0,115,118,825,618,4,2.0,52.7,0,0.12,2.5,72.39,7.0,1010,2017,3,29,19,0
16229,0.0097,42.13,-70.86,7,1,0.0,12.8,2,18,-3,-4,1,-4,24,2,71,0.0,1023,1,10,341,18,0,0,0,0,0,0,1,0.0,128.5,0,0.12300000000000001,3.8,94.35,0.0,1010,2017,3,30,6,0
16230,0.0606,42.13,-70.86,7,1,0.0,12.8,2,18,-3,-2,2,-2,23,3,66,0.0,1023,2,10,342,18,0,0,0,0,0,0,0,0.0,121.13,0,0.12300000000000001,4.0,93.08,0.0,1010,2017,3,30,7,0
16231,0.2109,42.13,-70.86,7,1,0.0,12.8,2,18,-3,-1,3,-1,22,4,61,0.0,1023,3,10,342,18,0,0,0,0,0,0,1,-1.0,111.91,0,0.12300000000000001,4.0,91.44,0.0,1010,2017,3,30,8,0
16232,0.4429,42.13,-70.86,7,1,0.0,12.8,2,18,-4,1,4,1,21,6,57,0.0,1023,4,10,343,18,0,0,0,0,0,0,1,-1.0,101.58,0,0.12300000000000001,3.9,90.26,0.0,1010,2017,3,30,9,0
16233,0.6463,42.13,-70.86,7,1,0.0,12.8,2,18,-3,1,5,1,17,5,56,0.0,1023,5,10,235,14,0,0,0,0,0,0,1,-1.0,90.66,0,0.12300000000000001,3.8,88.38,0.0,1010,2017,3,30,10,0
16234,0.8158,42.13,-70.86,7,1,0.0,12.8,2,18,-3,2,5,2,13,5,55,0.0,1023,5,10,127,11,48,542,147,48,542,147,0,-1.0,79.54,0,0.12300000000000001,3.9,82.0,1.0,1010,2017,3,30,11,0
16235,0.8994,42.13,-70.86,7,1,0.0,12.8,2,18,-3,3,6,3,8,4,54,0.0,1022,6,10,19,7,71,766,352,71,766,352,0,-2.0,68.57,0,0.12300000000000001,4.1,71.89,2.0,1010,2017,3,30,12,0
16236,0.8962,42.13,-70.86,7,1,0.0,12.8,2,18,-3,4,6,4,9,6,54,0.0,1022,6,10,26,8,85,873,545,85,873,545,0,-3.0,58.16,0,0.12300000000000001,3.9,61.6,3.0,1010,2017,3,30,13,0
16237,0.8216,42.13,-70.86,7,1,0.0,12.8,2,18,-2,4,7,4,10,8,53,0.0,1022,7,10,33,8,93,929,704,93,929,704,0,-3.0,48.94,0,0.12300000000000001,3.4,56.1,4.0,1010,2017,3,30,14,0
16238,0.6476,42.13,-70.86,7,1,0.0,12.8,2,18,-2,5,7,5,10,11,53,0.0,1022,7,10,40,8,97,960,812,97,960,812,0,-3.0,41.88,0,0.12300000000000001,2.8,52.24,5.0,1010,2017,3,30,15,0
16239,0.3816,42.13,-70.86,7,1,0.0,12.8,2,18,-2,4,6,4,13,22,59,0.0,1022,6,10,52,9,98,974,862,98,974,862,0,-3.0,38.31,0,0.12300000000000001,2.3,49.98,6.0,1010,2017,3,30,16,0
16240,0.1792,42.13,-70.86,7,1,0.0,12.8,2,18,-2,2,4,2,15,34,66,0.0,1022,4,10,63,10,95,974,849,95,974,849,0,-2.0,39.23,0,0.12300000000000001,1.9,52.62,6.0,1010,2017,3,30,17,0
16241,0.0398,42.13,-70.86,7,1,0.0,12.8,2,18,-2,0,3,0,18,46,72,0.0,1022,3,10,75,10,90,957,774,90,957,774,0,-2.0,44.37,0,0.12300000000000001,1.5,50.55,7.0,1010,2017,3,30,18,0
16242,0.002,42.13,-70.86,7,1,0.0,12.8,2,18,-2,0,3,0,17,63,71,0.0,1022,3,10,110,10,85,914,642,85,914,642,1,-2.0,52.43,0,0.12300000000000001,1.2,51.49,7.0,1010,2017,3,30,19,0
16243,0.0015,42.13,-70.86,4,1,3.1,8.0,1,25,0,2,4,2,11,90,79,0.1,1022,4,7,134,8,0,0,0,0,0,0,8,0.0,132.64,0,0.12300000000000001,0.7,94.62,1.0,1010,2017,3,31,5,0
16244,0.006,42.13,-70.86,4,1,3.1,8.0,1,25,1,2,4,2,13,92,80,0.1,1022,4,9,79,9,0,0,0,0,0,0,8,0.0,128.11,0,0.12300000000000001,0.3,95.34,1.0,1010,2017,3,31,6,0
16245,0.0355,42.13,-70.86,4,1,3.1,8.0,1,25,0,1,4,1,17,95,80,0.1,1022,4,7,83,12,0,0,0,0,0,0,8,0.0,120.77,0,0.12300000000000001,0.3,89.28,2.0,1010,2017,3,31,7,0
16246,0.0609,42.13,-70.86,4,1,3.1,8.0,1,25,0,0,3,0,20,97,80,0.3,1022,3,4,87,14,0,0,0,0,0,0,8,0.0,111.57,0,0.12300000000000001,0.9,95.14,1.0,1010,2017,3,31,8,0
16247,0.0585,42.13,-70.86,4,1,3.1,8.0,1,25,0,-1,3,-1,23,100,80,0.4,1022,3,2,92,17,0,0,0,0,0,0,8,0.0,101.26,0,0.12300000000000001,1.6,94.31,1.0,1010,2017,3,31,9,0
16248,0.1038,42.13,-70.86,4,1,3.1,8.0,1,25,0,-1,3,-1,21,100,82,0.2,1022,3,4,88,15,0,0,0,0,0,0,8,0.0,90.34,0,0.12300000000000001,1.9,93.32,1.0,1010,2017,3,31,10,0
16249,0.1,42.13,-70.86,4,1,3.1,8.0,1,25,0,-1,3,-1,19,100,85,0.4,1022,3,7,84,13,32,0,32,74,287,127,4,0.0,79.23,4,0.12300000000000001,2.1,87.49,2.0,1010,2017,3,31,11,0
16250,0.1326,42.13,-70.86,4,1,3.1,8.0,1,25,1,-1,3,-1,17,100,87,0.6,1021,3,9,80,12,80,0,80,122,518,314,8,0.0,68.24,0,0.12300000000000001,2.2,79.4,3.0,1010,2017,3,31,12,0
16251,0.121,42.13,-70.86,4,1,3.1,8.0,1,25,0,-2,2,-2,18,100,88,0.3,1021,2,7,82,13,111,0,111,154,636,493,8,0.0,57.82,0,0.12300000000000001,2.3,76.41,3.0,1010,2017,3,31,13,0
16252,0.0993,42.13,-70.86,4,1,3.1,8.0,1,25,0,-2,2,-2,20,100,89,0.8,1021,2,4,84,14,128,0,128,179,697,640,8,-1.0,48.58,0,0.12300000000000001,2.2,74.54,3.0,1010,2017,3,31,14,0
16253,0.084,42.13,-70.86,4,1,3.1,8.0,1,25,0,-3,1,-3,22,100,90,1.0,1020,1,2,86,15,210,7,215,219,688,734,8,-1.0,41.49,0,0.12300000000000001,2.2,74.25,3.0,1010,2017,3,31,15,0
16254,0.0454,42.13,-70.86,4,1,3.1,8.0,1,25,0,-3,1,-3,24,100,91,0.5,1020,1,2,86,17,252,12,262,235,687,777,8,-1.0,37.92,0,0.12300000000000001,2.3,79.82,2.0,1010,2017,3,31,16,0
16255,0.0182,42.13,-70.86,4,1,3.1,8.0,1,25,0,-4,1,-4,27,100,92,0.1,1019,1,2,87,19,251,13,261,243,666,761,8,-1.0,38.87,0,0.12300000000000001,2.4,80.15,2.0,1010,2017,3,31,17,0
16256,0.0056,42.13,-70.86,4,1,3.1,8.0,1,25,0,-4,1,-4,30,100,92,0.1,1019,1,2,88,20,147,0,147,239,625,688,6,-1.0,44.06,0,0.12300000000000001,2.6,80.33,2.0,1010,2017,3,31,18,0
16257,0.0022,42.13,-70.86,3,2,0.9,8.0,1,32,2,-4,3,-4,60,100,96,0.5,1008,3,8,53,36,0,0,0,0,0,0,6,0.0,120.41,0,0.12300000000000001,5.4,100.0,0.0,1000,2017,4,1,7,0
16258,0.0083,42.13,-70.86,3,2,0.9,8.0,1,32,2,-4,3,-4,63,100,95,3.8,1007,3,7,51,39,0,0,0,0,0,0,6,0.0,111.23,0,0.12300000000000001,5.4,100.0,0.0,1000,2017,4,1,8,0
16259,0.0489,42.13,-70.86,3,2,0.9,8.0,1,32,2,-4,3,-4,67,100,95,5.1,1007,3,6,48,41,0,0,0,0,0,0,6,0.0,100.93,0,0.12300000000000001,5.2,100.0,0.0,1000,2017,4,1,9,0
